siteID,sites.sitename,city,state,country,lat,lon,masl,geography.notes,mat,min.temp,max.temp,map,climate.notes,soil.texture,soil.classification,soilnotes,hydrology.notes,sitenotes,siteref,area,biogeog,Koeppen,FAOecozone,siteID.v1,tropical_extratropical,indicates.site.that.lacks.info.direct.from.pub,loaded_from,loaded_by
1039,El Saler,NAC,Valencia,Spain,39.35,-0.32,10,NA,17.33,NAC,NAC,445.67,NA,NAC,NAC,NA,NA,NA,"CarboEurope-IP 2006,",334,Palearctic,Csa,Subtropical dry forest,NA,extratropical,*,Luyssaert2007,Maria
1040,Emigrant Butte 1,NAC,Oregon,United States of America,43.4364,-122.2439,1378,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NA,NA,NA,"Sun et al 2004,",335,Nearctic,Csb,Temperate mountain system,NA,extratropical,*,Luyssaert2007,Maria
1041,Emigrant Butte 2,NAC,Oregon,United States of America,43.5015,-122.2083,1321,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NA,NA,NA,"Sun et al 2004,",335,Nearctic,Csb,Temperate mountain system,NA,extratropical,*,Luyssaert2007,Maria
1042,Emigrant Butte 3,NAC,Oregon,United States of America,43.4169,-122.1608,1213,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NA,NA,NA,"Sun et al 2004,",335,Nearctic,Csb,Temperate mountain system,NA,extratropical,*,Luyssaert2007,Maria
1043,Emigrant Butte 4,NAC,Oregon,United States of America,43.4991,-122.1899,1487,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NA,NA,NA,"Sun et al 2004,",335,Nearctic,Csb,Temperate mountain system,NA,extratropical,*,Luyssaert2007,Maria
1044,Emigrant Butte 5,NAC,Oregon,United States of America,43.4263,-122.2342,1336,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NA,NA,NA,"Sun et al 2004,",335,Nearctic,Csb,Temperate mountain system,NA,extratropical,*,Luyssaert2007,Maria
1045,Emigrant Butte 6,NAC,Oregon,United States of America,43.4949,-122.1896,1439,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NA,NA,NA,"Sun et al 2004,",335,Nearctic,Csb,Temperate mountain system,NA,extratropical,*,Luyssaert2007,Maria
1046,Erastvere,NAC,Gulbene,Estonia,57.13,26.93,NAC,NA,5.4,NAC,NAC,675,NA,sandy loam,Albeluvisol,Albeluvisol,NA,NA,NA,230,Palearctic,Dfb,Temperate continental forest,NA,extratropical,,,
1047,Espirra,NAC,Evora,Portugal,38.64,-8.6,95,NA,15.66,NAC,NAC,606.67,NA,loam,Dystric Cambisol,soil class from Granier2007,NA,NA,"CarboEurope-IP 2006, Granier et al 2007",336,Palearctic,Csa,Subtropical dry forest,NA,extratropical,*,Luyssaert,Maria
1048,Eucalyptus globulus and Acacia mearnsii plantation,Cann River ,Victoria,Australia,-37.5667,149.15,NAC,NA,NAC,NAC,NAC,1009,NA,NAC,NAC,NA,NA,NA,NA,277,Australasia,Cfb,Temperate oceanic forest,NA,extratropical,,Bety-DB data download 4/10/2014 (Matlab output),
1049,Even-aged mountain maple chronosequence,NAC,New Brunswick,Canada,47.25,-66.75,NAC,NA,3.64,NAC,NAC,926,NA,silty clay loam,NAC,NA,NA,NA,NA,215,Nearctic,Dfb,Temperate continental forest,NA,extratropical,,,
1050,Fagne de Chimay,NAC,Hainaut,Belgium,50.1,4.25,NI,NA,8.4,NAC,NAC,1000,NA,loam,NAC,NA,NA,NA,"Thierron and Laudelot 1996,",337,Palearctic,Cfb,Temperate oceanic forest,NA,extratropical,*,Luyssaert2007,Maria
1051,Fairbanks,NAC,Alaska,United States of America,64.87,-147.85,NAC,NA,-1.4,NAC,NAC,270.6,NA,NAC,NAC,NA,NA,NA,NA,NA,Nearctic,Dfc,Boreal tundra woodland,NA,extratropical,,Yu2014,Maria
1052,Feng and Yang (1985),NAC,Inner Mongol,China,50.8,121.5,NAC,NA,-5,NAC,NAC,437,NA,NAC,NAC,NA,NA,NA,NA,NA,Palearctic,Dwc,Boreal coniferous forest,NA,extratropical,,Liu 2014: #734,Maria
1053,Finland 1,NAC,Southwest Finland,Finland,60.52,23.85,NI,NA,3.7,NAC,NAC,545,NA,loam,NAC,NA,NA,NA,"Esser et al 1997 obs_985,",338,Palearctic,Dfb,Boreal coniferous forest,NA,extratropical,*,Luyssaert2007,Maria
1054,Finland 2,NAC,Uusimaa,Finland,60.52,23.88,NI,NA,3.7,NAC,NAC,545,NA,loam,NAC,NA,NA,NA,"Esser et al 1997 obs_983,",338,Palearctic,Dfb,Boreal coniferous forest,NA,extratropical,*,Luyssaert2007,Maria
1055,Flakaliden C,NAC,Vasterbotten,Sweden,64.12,19.45,225,NA,2.98,NAC,NAC,562.75,NA,loam,NAC,NA,NA,NA,"CD Carbodata,Linder 1998,",261,Palearctic,Dfc,Boreal coniferous forest,NA,extratropical,*,Luyssaert2007,Maria
1056,Flakaliden I + F,NAC,Vasterbotten,Sweden,64.12,19.45,225,NA,3.15,NAC,NAC,551,NA,loam,NAC,NA,NA,NA,"CD Carbodata,Linder 1998,",261,Palearctic,Dfc,Boreal coniferous forest,NA,extratropical,*,Luyssaert2007,Maria
1057,Fort Dix Army Base Pine/Oak stand,NAC,New Jersey,United States of America,39.9712,-74.4346,31,NA,NAC,0.3,23.8,1123,NA,NAC,NAC,NA,NA,NA,Clark et al 2010,NA,Nearctic,Cfa,Temperate continental forest,NA,extratropical,,Baldocchi,Maria
1058,France,NAC,Seien-et-Marne,France,48.4,2.7,300,NA,10.2,NAC,NAC,697,NA,sandy loam,NAC,NA,NA,NA,"Esser et al 1997 obs_1078,",339,Palearctic,Cfb,Temperate oceanic forest,NA,extratropical,*,Luyssaert2007,Maria
1059,Frazer old,NAC,Colorado,United States of America,39.9,-105.87,2800,NA,2.9,NAC,NAC,740,NA,clay loam,NAC,NA,NA,NA,"Mutry et al 1996,",340,Nearctic,Dfc,Temperate mountain system,NA,extratropical,*,Luyssaert2007,Maria
1060,Frazer young,NAC,Colorado,United States of America,39.9,-105.87,2800,NA,2.9,NAC,NAC,740,NA,clay loam,NAC,NA,NA,NA,"Mutry et al 1996,",340,Nearctic,Dfc,Temperate mountain system,NA,extratropical,*,Luyssaert2007,Maria
1061,Fremont cottonwood stand,NAC,California,United States of America,38.67,-121.95,3.5,NA,15.8,NAC,NAC,463,NA,NAC,NAC,NA,NA,NA,NA,NA,Nearctic,Csa,Subtropical dry forest,NA,extratropical,,Yu2014,Maria
1062,"French Creek State Park, Mount Pleasure",NAC,Pennsylvania,United States of America,40.196193,-75.781048,NAC,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,NA,NA,NA,NA,Nearctic,Cfa,Temperate continental forest,NA,extratropical,,,Maria
1063,FT1 Dudhatoli Abies,NAC,Uttaranchal,India,30.13,79.6,2850,NA,16.3,1.2,20.8,1825,NA,NAC,NAC,NA,NA,NA,NA,NA,IndoMalay,Dwb,Subtropical mountain system,NA,extratropical,,Liu 2014: #717,Maria
1064,FT10 Fatehpur,Dabrad,Deogaddi,India,29.8,78.65,1000,NA,20.4,13.1,30.4,1757,NA,NAC,NAC,NA,NA,NA,NA,NA,IndoMalay,Cwa,Subtropical mountain system,NA,extratropical,,Liu 2014: #719,Maria
1065,FT11 Gumkhal,Duggada,Uttaranchal,India,29.78,78.63,950,NA,20.4,6.65,32.06,1300,NA,NAC,NAC,NA,NA,NA,NA,NA,IndoMalay,Cwa,Tropical moist forest,NA,extratropical,,Liu 2014: #720,Maria
1066,FT12 Laldhang Shorea,Bhabhar,Uttaranchal,India,29.78,78.63,525,NA,20.4,11.2,35.2,2030,NA,NAC,NAC,NA,NA,NA,NA,NA,IndoMalay,Cwa,Tropical moist forest,NA,extratropical,,Liu 2014: #724,Maria
1067,FT13 Banchuri-Sara,Kotdwar,Duggada,India,29.78,78.63,1000,NA,20.4,12,38,950,NA,NAC,NAC,NA,NA,NA,NA,NA,IndoMalay,Cwa,Tropical moist forest,NA,extratropical,,Liu 2014: #711,Maria
1068,FT14 Kalagarh ,NAC,Uttar Pradesh,India,28.49,78.76,405,NA,24.9,11,38,2080,NA,NAC,NAC,NA,NA,NA,NA,NA,IndoMalay,Cwa,Tropical shrubland,NA,extratropical,,Liu 2014: #722,Maria
1069,FT15 Nayar,"Khoh,Henwal",Uttarakhand,India,29.576,79.104,530,NA,22.9,10.6,38.9,2160,NA,NAC,NAC,NA,NA,NA,NA,NA,IndoMalay,Cwa,Tropical moist forest,NA,extratropical,,Liu 2014: #726,Maria
1070,FT16 Between Srinagar and Rudraprayag,NAC,Uttaranchal,India,30.28,79.98,595,NA,3.2,9.68,36.13,946,NA,NAC,NAC,NA,NA,NA,NA,NA,IndoMalay,Dwb,Subtropical mountain system,NA,extratropical,,Liu 2014: #712,Maria
1071,FT17 Laldhang,Sikaddi,Uttaranchal,India,30.28,79.98,612,NA,20.4,12.2,42.5,1760,NA,NAC,NAC,NA,NA,NA,NA,NA,IndoMalay,Dwb,Subtropical mountain system,NA,extratropical,,Liu 2014: #725,Maria
1072,FT18 Kalalghati,Neelkanth,Uttaranchal,India,30.08,78.3,740,NA,20.4,9,38,1549,NA,NAC,NAC,NA,NA,NA,NA,NA,IndoMalay,Cwa,Tropical moist forest,NA,extratropical,,Liu 2014: #723,Maria
1073,FT19 Tarai and Bhabhar,NAC,Uttaranchal,India,29.3,79.56,445,NA,20.1,12.1,36.8,2135,NA,NAC,NAC,NA,NA,NA,NA,NA,IndoMalay,Cwa,Tropical moist forest,NA,extratropical,,Liu 2014: #729,Maria
1074,FT2 Dudhatoli Quercus,NAC,Uttaranchal,India,30.13,79.6,2450,NA,16.3,4,27.5,1475,NA,NAC,NAC,NA,NA,NA,NA,NA,IndoMalay,Dwb,Subtropical mountain system,NA,extratropical,,Liu 2014: #716,Maria
1075,FT20 Rishikesh,Satpuli,Uttaranchal,India,29.82,78.8,457.5,NA,17.9,12.5,38.5,1100,NA,NAC,NAC,NA,NA,NA,NA,NA,IndoMalay,Cwa,Subtropical mountain system,NA,extratropical,,Liu 2014: #728,Maria
1076,FT3 Binsar,Tarkeshwar,Uttaranchal,India,29.8,78.8,2350,NA,17.9,5.7,26.4,1300,NA,NAC,NAC,NA,NA,NA,NA,NA,IndoMalay,Cwa,Subtropical mountain system,NA,extratropical,,Liu 2014: #713,Maria
1077,FT4 Thalisain,NAC,Uttaranchal,India,30.05,79.05,1650,NA,17.9,11.2,32,1320,NA,NAC,NAC,NA,NA,NA,NA,NA,IndoMalay,Cwa,Subtropical mountain system,NA,extratropical,,Liu 2014: #730,Maria
1078,FT5 Chaurinkhal,Dudhatoli,Uttaranchal,India,30.1,78.96,2750,NA,17.9,2.8,18.6,2350,NA,NAC,NAC,NA,NA,NA,NA,NA,IndoMalay,Cwa,Subtropical mountain system,NA,extratropical,,Liu 2014: #715,Maria
1079,FT6 Jhandidhar,NAC,Uttaranchal,India,30.1,78.96,2300,NA,17.9,5.5,25.5,1125,NA,NAC,NAC,NA,NA,NA,NA,NA,IndoMalay,Cwa,Subtropical mountain system,NA,extratropical,,Liu 2014: #721,Maria
1080,FT7 Buvakhal,Khirshu,Uttaranchal,India,30.15,78.8,1850,NA,17.9,6.8,28.7,1450,NA,NAC,NAC,NA,NA,NA,NA,NA,IndoMalay,Cwa,Subtropical mountain system,NA,extratropical,,Liu 2014: #714,Maria
1081,FT8 Pauri,NAC,Uttaranchal,India,30.25,78.78,1700,NA,17.9,3.4,26.3,1400,NA,NAC,NAC,NA,NA,NA,NA,NA,IndoMalay,Cwb,Tropical moist forest,NA,extratropical,,Liu 2014: #727,Maria
1082,FT9 Dudhatoli,Chaurinkhal,Devadanda,India,30.25,78.78,1950,NA,17.9,3.2,28.7,1870,NA,NAC,NAC,NA,NA,NA,NA,NA,IndoMalay,Cwb,Tropical moist forest,NA,extratropical,,Liu 2014: #718,Maria
1083,Fuchu,NAC,Hiroshima,Japan,34.4,132.516667,NI,site name is 'Hiroshima' in Luyssaert,15,NAC,NAC,1544,NA, , ,NA,NA,NA,"Nakane et al 1983,",355,Palearctic,Cfa,Subtropical humid forest,NA,extratropical,*,Luyssaert2007,Maria
1084,Fuhai,Fuhai,Xinjiang,China,47.8,88.7,NAC,NA,-3.9,NAC,NAC,774,NA,NAC,NAC,NA,NA,NA,NA,NA,Palearctic,Dfc,Temperate mountain system,NA,extratropical,,Liu 2014: #499,Maria
1085,Fujiyoshida forest meteorology research site,NAC,Yamanashi,Japan,35.45,138.77,1030,NA,9.56,NAC,NAC,2054.6,NA,loam,Entisol,NA,NA,NA,"Saigusa et al 2008, asiaflux",424,Palearctic,Dfb,Temperate mountain system,NA,extratropical,,,Maria
1086,Fukeshan,Mohe,Heilongjiang,China,52.7,122,NAC,NA,-4.2,NAC,NAC,528,NA,NAC,NAC,NA,NA,NA,NA,NA,Palearctic,Dwc,Boreal coniferous forest,NA,extratropical,,Liu 2014: #332,Maria
1087,Fumin,NAC,Yunnan,China,25.32,102.55,2300,NA,NRA,NAC,NAC,NRA,NA,NAC,NAC,NA,NA,NA,NA,289,Palearctic,Cwb,Subtropical mountain system,NA,extratropical,,,Maria
1088,Fusong,NAC,Jilin,China,42.47,127.63,NAC,NA,1.7,NAC,NAC,817,NA,NAC,NAC,NA,NA,NA,prim ref: Our work_T55,NA,Palearctic,Dwb,Temperate continental forest,NA,extratropical,,Liu 2014: #707,Maria
1089,Fuyun 1,NAC,Xinjiang,China,47,89.4,NAC,NA,-2.6,NAC,NAC,582,NA,NAC,NAC,NA,NA,NA,NA,NA,Palearctic,Dfb,Temperate desert,NA,extratropical,,Liu 2014: #500,Maria
1090,Fuyun 2,NAC,Xinjiang,China,47.1,89.3,NAC,NA,-3.4,NAC,NAC,625,NA,NAC,NAC,NA,NA,NA,NA,NA,Palearctic,Dfb,Temperate mountain system,NA,extratropical,,Liu 2014: #501,Maria
1091,Fyedorovskoye,NAC,Tver,Russia,56.45,32.92,NI,NA,4.55,NAC,NAC,714,NA,loam,NAC,NA,NA,NA,"Schulze et al 1999,",342,Palearctic,Dfb,Temperate continental forest,NA,extratropical,*,Luyssaert2007; Keith et al. 2009 (in Liu 2014): #133,Maria
1092,Gainsville,NAC,Florida,United States of America,29.69,-82.35,NI,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NA,NA,NA,"Moncrieff and Fang 1999,",187,Nearctic,Cfa,Subtropical humid forest,NA,extratropical,*,Luyssaert2007,Maria
1093,Gemos (Weidenbrunnen 2),NAC,Bayern,Germany,50.13,11.87,760,NA,5.84,NAC,NAC,1037.17,NA,clay loam,cambic podzol,NA,NA,NA,"Mund et al 2002, Subke 2002, Subke 2003",303,Palearctic,Cfb,Temperate mountain system,NA,extratropical,*,Luyssaert2007,Maria
1094,Gippsland,NAC,Victoria,Australia,-37.28,149.15,NAC,NA,10.4,NAC,NAC,1165,NA,NAC,NAC,NA,NA,NA,P. Gibbons pers.comm.,NA,Australasia,Cfb,Temperate oceanic forest,NA,extratropical,,Keith et al. 2009 (in Liu 2014): #134,Maria
1095,Goaster Picea abies age sequence,NAC,Haut-Rhin,France,48,7,1075,NA,8.14999,5,NAC,1600,NA,NAC,NAC,Brown forest soil,NA,NA,NA,216,Palearctic,Cfb,Temperate mountain system,NA,extratropical,,,
1096,Gongbujiangda,Lhasa,Tibet,China,29.9,93.3,NAC,NA,4.5,NAC,NAC,545,NA,NAC,NAC,NA,NA,NA,NA,NA,Palearctic,ET,Subtropical mountain system,NA,extratropical,,Liu 2014: #438,Maria
1097,Gonghe,Muling,Heilongjiang,China,44.1,130.2,NAC,NA,1.4,NAC,NAC,768,NA,NAC,NAC,NA,NA,NA,NA,NA,Palearctic,Dwb,Temperate continental forest,NA,extratropical,,Liu 2014: #484,Maria
1098,Gongliu,NAC,Xinjiang,China,43.4,82.2,NAC,NA,2.3,NAC,NAC,691,NA,NAC,NAC,NA,NA,NA,NA,NA,Palearctic,BSk,Temperate desert,NA,extratropical,,Liu 2014: #452,Maria
1099,Gorakhpur_S_14,NAC,Uttar Pradesh,India,27,83.88,81,NA,25.6,NAC,NAC,1130,NA,clay loam,NAC,NA,NA,NA,"DeAngelis et al 1981 IBP_20,",343,IndoMalay,Cwa,Tropical dry forest,NA,extratropical,*,Luyssaert2007,Maria
1100,Gorakhpur_S_26,NAC,Uttar Pradesh,India,27,83.88,81,NA,25.6,NAC,NAC,1130,NA,clay loam,NAC,NA,NA,NA,"DeAngelis et al 1981 IBP_21,",343,IndoMalay,Cwa,Tropical dry forest,NA,extratropical,*,Luyssaert2007,Maria
1101,Gorakhpur_S_30,NAC,Uttar Pradesh,India,27,83.88,81,NA,25.6,NAC,NAC,1130,NA,clay loam,NAC,NA,NA,NA,"DeAngelis et al 1981 IBP_22,",343,IndoMalay,Cwa,Tropical dry forest,NA,extratropical,*,Luyssaert2007,Maria
1102,Gorakhpur_S_40,NAC,Uttar Pradesh,India,27,83.88,81,NA,25.6,NAC,NAC,1130,NA,clay loam,NAC,NA,NA,NA,"DeAngelis et al 1981 IBP_23,",343,IndoMalay,Cwa,Tropical dry forest,NA,extratropical,*,Luyssaert2007,Maria
1103,Gorakhpur_S_5,NAC,Uttar Pradesh,India,27,83.88,81,NA,25.6,NAC,NAC,1130,NA,clay loam,NAC,NA,NA,NA,"DeAngelis et al 1981 IBP_18,",343,IndoMalay,Cwa,Tropical dry forest,NA,extratropical,*,Luyssaert2007,Maria
1104,Gorakhpur_S_8,NAC,Uttar Pradesh,India,27,83.88,81,NA,25.6,NAC,NAC,1130,NA,clay loam,NAC,NA,NA,NA,"DeAngelis et al 1981 IBP_19,",343,IndoMalay,Cwa,Tropical dry forest,NA,extratropical,*,Luyssaert2007,Maria
1105,Gorakhpur_T_14,NAC,Uttar Pradesh,India,27,83.88,81,NA,25.6,NAC,NAC,1130,NA,clay loam,NAC,NA,NA,NA,"DeAngelis et al 1981 IBP_26,",343,IndoMalay,Cwa,Tropical dry forest,NA,extratropical,*,Luyssaert2007,Maria
1106,Gorakhpur_T_26,NAC,Uttar Pradesh,India,27,83.88,81,NA,25.6,NAC,NAC,1130,NA,clay loam,NAC,NA,NA,NA,"DeAngelis et al 1981 IBP_27,",343,IndoMalay,Cwa,Tropical dry forest,NA,extratropical,*,Luyssaert2007,Maria
1107,Gorakhpur_T_30,NAC,Uttar Pradesh,India,27,83.88,81,NA,25.6,NAC,NAC,1130,NA,clay loam,NAC,NA,NA,NA,"DeAngelis et al 1981 IBP_28,",343,IndoMalay,Cwa,Tropical dry forest,NA,extratropical,*,Luyssaert2007,Maria
1108,Gorakhpur_T_40,NAC,Uttar Pradesh,India,27,83.88,81,NA,25.6,NAC,NAC,1130,NA,clay loam,NAC,NA,NA,NA,"DeAngelis et al 1981 IBP_29,",343,IndoMalay,Cwa,Tropical dry forest,NA,extratropical,*,Luyssaert2007,Maria
1109,Gorakhpur_T_5,NAC,Uttar Pradesh,India,27,83.88,81,NA,25.6,NAC,NAC,1130,NA,clay loam,NAC,NA,NA,NA,"DeAngelis et al 1981 IBP_24,",343,IndoMalay,Cwa,Tropical dry forest,NA,extratropical,*,Luyssaert2007,Maria
1110,Gorakhpur_T_8,NAC,Uttar Pradesh,India,27,83.88,81,NA,25.6,NAC,NAC,1130,NA,clay loam,NAC,NA,NA,NA,"DeAngelis et al 1981 IBP_25,",343,IndoMalay,Cwa,Tropical dry forest,NA,extratropical,*,Luyssaert2007,Maria
1111,"Gordon, Perth",Perth,Western Australia,Australia,-32.61393,116.177673,NAC,NA,24.5,NAC,NAC,1100,NA,NAC,NAC,NA,NA,NA,NA,NA,Australasia,Csa,Subtropical dry forest,NA,extratropical,,Liu 2014: #710,Maria
1112,Grants Pass 1,NAC,Oregon,United States of America,42.4875,-123.2612,726,NA,NAC,NAC,NAC,NAC,NA,clay loam,NAC,NA,NA,NA,"Sun et al 2004,",344,Nearctic,Csb,Temperate mountain system,NA,extratropical,*,Luyssaert2007,Maria
1113,Grants Pass 2,NAC,Oregon,United States of America,42.4778,-123.2612,926,NA,NAC,NAC,NAC,NAC,NA,clay loam,NAC,NA,NA,NA,"Sun et al 2004,",344,Nearctic,Csb,Temperate mountain system,NA,extratropical,*,Luyssaert2007,Maria
1114,Grants Pass 3,NAC,Oregon,United States of America,42.4918,-123.2745,795,NA,NAC,NAC,NAC,NAC,NA,clay loam,NAC,NA,NA,NA,"Sun et al 2004,",344,Nearctic,Csb,Temperate mountain system,NA,extratropical,*,Luyssaert2007,Maria
1115,Grants Pass 4,NAC,Oregon,United States of America,42.4789,-123.3002,759,NA,NAC,NAC,NAC,NAC,NA,clay loam,NAC,NA,NA,NA,"Sun et al 2004,",344,Nearctic,Csb,Temperate mountain system,NA,extratropical,*,Luyssaert2007,Maria
1116,Grants Pass 5,NAC,Oregon,United States of America,42.4723,-123.2642,966,NA,NAC,NAC,NAC,NAC,NA,clay loam,NAC,NA,NA,NA,"Sun et al 2004,",344,Nearctic,Csb,Temperate mountain system,NA,extratropical,*,Luyssaert2007,Maria
1117,Grants Pass 6,NAC,Oregon,United States of America,42.4725,-123.2665,954,NA,NAC,NAC,NAC,NAC,NA,clay loam,NAC,NA,NA,NA,"Sun et al 2004,",344,Nearctic,Csb,Temperate mountain system,NA,extratropical,*,Luyssaert2007,Maria
1118,Great Smoky Mt.,NAC,Tennessee,United States of America,35.67,-83.38,NAC,NA,10.3,NAC,NAC,1744,NA,NAC,NAC,NA,NA,NA,NA,NA,Nearctic,Cfa,Temperate mountain system,NA,extratropical,,Keith et al. 2009 (in Liu 2014): #135,Maria
1119,"Green Ridge S.F., Roby Ridge 1",NAC,Maryland,United States of America,39.598132,-78.441066,NAC,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,NA,NA,NA,NA,Nearctic,Cfa,Temperate mountain system,NA,extratropical,,,Maria
1120,"Green Ridge S.F., Tunnel Hill",NAC,Maryland,United States of America,39.558133,-78.452574,NAC,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,NA,NA,NA,NA,Nearctic,Cfa,Temperate mountain system,NA,extratropical,,,Maria
1121,"Green Ridge State Forest, Jacob's Road",NAC,Maryland,United States of America,39.603565,-78.500392,NAC,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,NA,NA,NA,NA,Nearctic,Cfa,Temperate mountain system,NA,extratropical,,,Maria
1122,Gribskov,NAC,Hovedstaden,Denmark,55.96,12.25,45,NA,7.5,NAC,NAC,632,NA,loam,NAC,NA,NA,NA,"Schulze et al 2000,",228,Palearctic,Cfb,Temperate oceanic forest,NA,extratropical,*,Luyssaert2007,Maria
1123,Groundhog,NAC,Ontario,Canada,48.21,-82.15,NI,NA,1.5,NAC,NAC,814,NA,sandy loam,NAC,NA,NA,NA,"McCaughey et al 2006,",345,Nearctic,Dfb,Temperate continental forest,NA,extratropical,*,Luyssaert2007,Maria
1124,Gunnarsholt,NAC,Sudurland,Iceland,63.83,-20.22,78,NA,4.6,NAC,NAC,1168,NA,loam,NAC,NA,NA,NA,"CD Carbodata,",346,Palearctic,Cfc,Boreal coniferous forest,NA,extratropical,*,Luyssaert2007,Maria
1125,Gunpowder Falls State Park,NAC,Maryland,United States of America,39.423473,-76.434603,NAC,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,NA,NA,NA,NA,Nearctic,Cfa,Temperate continental forest,NA,extratropical,,,Maria
1126,Gushan,Fuzhou,Fujian,China,26,119.3,NAC,NA,14.3,NAC,NAC,1803,NA,NAC,NAC,NA,NA,NA,NA,NA,IndoMalay,Cfa,Subtropical humid forest,NA,extratropical,,Liu 2014: #295,Maria
1127,Gutianshan National Nature Reserve (GNNR).entire plot,Kaihua Town,Zhejiang,China,29.25,118.117,580.6,NA,15.3,NAC,NAC,1963.7,NA,NAC,NAC,parent rock is granite; soil pH 5.5-6.5,NA,NA,NA,283,Palearctic,Cfa,Subtropical humid forest,NA,extratropical,,,Maria
1128,Gwangneung (GDK),NAC,west-central,Korea,37.757047,127.153228,340,NA,9.9,NAC,NAC,1487,NA,sandy clay loam,Ultisol,Luyssaert: Ultisol,NA,NA,asiaflux,425,Palearctic,Dwa,Temperate continental forest,NA,extratropical,,,Maria
1129,Haidian Park,NAC,Beijing,China,39.985278,116.288889,40,NA,13.4,NAC,NAC,318,NA,NAC,NAC,NA,NA,NA,NA,427,Palearctic,Dwa,Temperate continental forest,NA,extratropical,,,Maria
1130,Hainich,NAC,Thuringen,Germany,51.0792,10.453,440,NA,8.09,NAC,NAC,794.92,NA,clay loam,Cambisol,soil class from Granier2007,NA,NA,"Knohl et al 2003, Granier et al 2007",347,Palearctic,Cfb,Temperate oceanic forest,NA,extratropical,*,Luyssaert/Granier,Maria
1131,Hami,NAC,Xinjiang,China,42.8,93.1,NAC,NA,-0.8,NAC,NAC,516,NA,NAC,NAC,NA,NA,NA,NA,NA,Palearctic,BWk,Temperate desert,NA,extratropical,,Liu 2014: #502,Maria
1132,Hampshire,NAC,Hampshire,United Kingdom,51.12,-0.86,80,NA,10.5,NAC,NAC,NAC,NA,loam,NAC,NA,NA,NA,"CarboEurope-IP 2006,",349,Palearctic,Cfb,Temperate oceanic forest,NA,extratropical,*,Luyssaert2007,Maria
1133,Hanjiayuan,Huma,Heilongjiang,China,51.7,126.6,NAC,NA,-4.6,NAC,NAC,519,NA,NAC,NAC,NA,NA,NA,NA,NA,Palearctic,Dwc,Boreal coniferous forest,NA,extratropical,,Liu 2014: #326,Maria
1134,Hartheim,NAC,Baden-Wurttemberg,Germany,47.934444,7.600556,201,NA,NAC,NAC,NAC,NAC,NA,sandy loam,NAC,NA,NA,NA,Schindler et al 2006,NA,Palearctic,Cfb,Temperate oceanic forest,NA,extratropical,,Baldocchi,Maria
1135,Harvard 2,NAC,Massachusetts,United States of America,42.53,-72.17,303,NA,12.7,NAC,NAC,1066,NA,sandy loam,NAC,NA,NA,NA,"Bowden et al 1993,",247,Nearctic,Dfb,Temperate mountain system,NA,extratropical,*,Luyssaert2007,Maria
1136,"Harvard Forest EMS, Prospect Hill",Petersham,Massachusetts,United States of America,42.538,-72.171,340,NA,12.7,NAC,NAC,1066,NA,sandy loam,Inceptisol,"Soils are mostly typic dystrochrept inceptisols, developed from thin glacial till and are well drained, acidic sandy loams of relatively poor nutrient status, with poorly drained peat soils in a few low-lying areas",NA,NA,"www Ameriflux,",247,Nearctic,Dfb,Temperate mountain system,NA,extratropical,*,Bety-DB data download 4/10/2014 (Matlab output)/Luyssaert2007,Maria
1137,Harvard Forest Hemlock / US-Ha2,NAC,Massachusetts,United States of America,42.5393,-72.1779,NAC,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,NA,NA,Hadley et al 2002,NA,Nearctic,Dfb,Temperate mountain system,NA,extratropical,,Baldocchi/ori,Maria
1138,Harvard Forest Soil Warming Experiment- Barre Woods,NAC,Massachusetts,United States of America,42.47,-72.17,NAC,NA,7,NAC,NAC,1080,NA,loam,NAC,NA,NA,NA,NA,247,Nearctic,Dfb,Temperate mountain system,NA,extratropical,,Bety-DB data download 4/10/2014 (Matlab output),
1139,Harvard Forest Soil Warming Experiment- Prospect Hill,Petersham,Massachusetts,United States of America,42.54,-72.18,NAC,NA,7,NAC,NAC,1080,NA,loamy sand,NAC,NA,NA,NA,NA,247,Nearctic,Dfb,Temperate mountain system,NA,extratropical,,Bety-DB data download 4/10/2014 (Matlab output),
1140,Harwood CarboAge Chronosequence,NAC,Northumberland,United Kingdom,55.166667,-2.05,NI,NA,7,NAC,NAC,950,NA,clay,NAC,NA,NA,NA,"Kowalski et al 2004,CarboAge,",351,Palearctic,Cfb,Temperate oceanic forest,NA,extratropical,*,Luyssaert2007,Maria
