measurementID,sites.sitename,plot.name,stand.age,dominantveg,scientificname,acceptedsymbol,Regentype,UTBE,variables.name,method_id,date,dateloc,start_date,start_dateloc,end_date,end_dateloc,mean,n,statname,stat,notes,covariate_1,coV1_value,coV1_units,covariate_2,coV2_value,coV2_units,covariate_3,coV3_value,coV3_units,dupcode,dupnum,citations.doi,citations.author,citations.year,citations.title,loaded_from
2060,Jacaranda/K34,UM,999,2TEB,NA,2TEB,nodata,utbe,ANPP_1_C,NAC,1/1/2005,8,NA,9,NA,9,6.1,NAC,NAC,NAC,original source:Pers. Commun. Malhi. May be duplicate of Chambers 2004 data?,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2061,Jacaranda/K34,UM,999,2TEB,NA,2TEB,nodata,utbe,ANPP_branch_C,NAC,1/1/2005,8,NA,9,NA,9,0.4,NAC,NAC,NAC,original source:Pers. Commun. Malhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2062,Jacaranda/K34,UM,999,2TEB,NA,2TEB,nodata,utbe,ANPP_woody_C,NAC,1/1/2005,8,NA,9,NA,9,3.2,NAC,NAC,NAC,original source:Pers. Commun. Malhi. May be duplicate of Chambers 2004 data?,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2063,Jacaranda/K34,UM,999,2TEB,NA,2TEB,nodata,utbe,ANPP_2_C,NAC,1/1/2005,8,NA,9,NA,9,6.5,NAC,NAC,NAC,original source:Pers. Commun. Malhi. May be duplicate of Chambers 2004 data?,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2064,Jacaranda/K34,UM,999,2TEB,NA,2TEB,nodata,utbe,BNPP_root_C,NAC,1/1/2005,8,NA,9,NA,9,2.6,NAC,NAC,NAC,original source:Pers. Commun. Malhi. May be duplicate of Chambers 2004 data?,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2065,Jacaranda/K34,UM,999,2TEB,NA,2TEB,nodata,utbe,NPP_1_C,217,1/1/2005,8,NA,9,NA,9,9.1,NAC,NAC,NAC,original source:Pers. Commun. Malhi. May be duplicate of Chambers 2004 data?,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2066,Jacaranda/K34,UM,999,2TEB,NA,2TEB,nodata,utbe,Rsoil_annual,343,1/1/2005,8,NA,9,NA,9,12.1,NAC,NAC,NAC,original source:Pers. Commun. Malhi. May be duplicate of Chambers 2004 data?,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2067,Jacaranda/K34,UM,999,2TEB,NA,2TEB,nodata,utbe,R_het_annual,342,1/1/2005,8,NA,9,NA,9,8.5,NAC,NAC,NAC,original source:Pers. Commun. Malhi. May be duplicate of Chambers 2004 data?,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2068,Jacaranda/K34,UM,999,2TEB,NA,2TEB,nodata,utbe,R_auto_annual,341,1/1/2005,8,NA,9,NA,9,21,NAC,NAC,NAC,original source:Pers. Commun. Malhi. May be duplicate of Chambers 2004 data?,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2069,FLONA Tapajos Km 67,primary forest,999,2TEB,NA,2TEB,nodata,utbe,NEE_annual,2,1/1/2002,8,NA,9,NA,9,2.6,1,NAC,NAC,original source:www.Ameriflux,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,3,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2070,FLONA Tapajos Km 67,primary forest,999,2TEB,NA,2TEB,nodata,utbe,NEE_annual,2,1/1/2003,8,NA,9,NA,9,0.79,1,NAC,NAC,original source:www.Ameriflux,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,3,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2071,FLONA Tapajos Km 67,primary forest,999,2TEB,NA,2TEB,nodata,utbe,NEE_annual,2,1/1/2004,8,NA,9,NA,9,-0.17,1,NAC,NAC,original source:www.Ameriflux,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,3,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2072,FLONA Tapajos Km 67,primary forest,999,2TEB,NA,2TEB,nodata,utbe,Reco_annual,3,1/1/2002,8,NA,9,NA,9,33.03,1,NAC,NAC,original source:www.Ameriflux,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,3,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2073,FLONA Tapajos Km 67,primary forest,999,2TEB,NA,2TEB,nodata,utbe,Reco_annual,3,1/1/2003,8,NA,9,NA,9,32.12,1,NAC,NAC,original source:www.Ameriflux,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,3,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2074,FLONA Tapajos Km 67,primary forest,999,2TEB,NA,2TEB,nodata,utbe,Reco_annual,3,1/1/2004,8,NA,9,NA,9,31.7,1,NAC,NAC,original source:www.Ameriflux,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,3,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2075,FLONA Tapajos Km 67,primary forest,999,2TEB,NA,2TEB,nodata,utbe,GPP_C_annual,1,1/1/2002,8,NA,9,NA,9,30.43,1,NAC,NAC,original source:www.Ameriflux,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,3,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2076,FLONA Tapajos Km 67,primary forest,999,2TEB,NA,2TEB,nodata,utbe,GPP_C_annual,1,1/1/2003,8,NA,9,NA,9,31.33,1,NAC,NAC,original source:www.Ameriflux,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,3,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2077,FLONA Tapajos Km 67,primary forest,999,2TEB,NA,2TEB,nodata,utbe,GPP_C_annual,1,1/1/2004,8,NA,9,NA,9,31.87,1,NAC,NAC,original source:www.Ameriflux,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,3,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2078,FLONA Tapajos Km 67,primary forest,999,2TEB,NA,2TEB,nodata,utbe,ANPP_stem_C,NI,1/1/2005,8,NA,9,NA,9,3.81,NAC,NAC,NAC,original source:Pers. Commun. Malhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2079,FLONA Tapajos Km 67,primary forest,999,2TEB,NA,2TEB,nodata,utbe,ANPP_foliage_C,NI,1/1/2005,8,NA,9,NA,9,6.03,NAC,NAC,NAC,original source:Pers. Commun. Malhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2080,FLONA Tapajos Km 67,primary forest,999,2TEB,NA,2TEB,nodata,utbe,ANPP_1_C,NI,1/1/2005,8,NA,9,NA,9,9.84,NAC,NAC,NAC,original source:Pers. Commun. Malhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2081,FLONA Tapajos Km 67,primary forest,999,2TEB,NA,2TEB,nodata,utbe,BNPP_fine root_C,NI,1/1/2005,8,NA,9,NA,9,0.86,NAC,NAC,NAC,original source:Pers. Commun. Malhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2082,FLONA Tapajos Km 67,primary forest,999,2TEB,NA,2TEB,nodata,utbe,Rsoil_annual,343,1/1/2005,8,NA,9,NA,9,10.84,NAC,NAC,NAC,original source:Pers. Commun. Malhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2083,FLONA Tapajos Km 67,primary forest,999,2TEB,NA,2TEB,nodata,utbe,C_root_fine,NAC,1/1/2005,8,NA,9,NA,9,1.21,NAC,NAC,NAC,original source:Pers. Commun. Malhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2084,FLONA Tapajos Km 67,primary forest,999,2TEB,NA,2TEB,nodata,utbe,C_ag,NAC,1/1/2005,8,NA,9,NA,9,143.7,1,NAC,NAC,original source:Pers. Commun. Malhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2085,FLONA Tapajos Km 83,primary forest,999,2TEB,NA,2TEB,nodata,utbe,NEE_annual,2,1/1/2000,8,NA,9,NA,9,0,1,NAC,NAC,original source:Pers. Commun. Goulden,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2086,FLONA Tapajos Km 83,primary forest,999,2TEB,NA,2TEB,nodata,utbe,Reco_annual,3,1/1/2000,8,NA,9,NA,9,30,1,NAC,NAC,original source:Pers. Commun. Goulden,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2087,FLONA Tapajos Km 83,primary forest,999,2TEB,NA,2TEB,nodata,utbe,GPP_C_annual,1,1/1/2000,8,NA,9,NA,9,30,1,NAC,NAC,original source:Pers. Commun. Goulden,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2088,FLONA Tapajos Km 83,primary forest,999,2TEB,NA,2TEB,nodata,utbe,ANPP_foliage_C,NAC,1/1/2000,8,NA,9,NA,9,3,NAC,NAC,NAC,original source:Pers. Commun. Goulden,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2089,FLONA Tapajos Km 83,primary forest,999,2TEB,NA,2TEB,nodata,utbe,ANPP_woody_C,NAC,1/1/2000,8,NA,9,NA,9,2.5,NAC,NAC,NAC,original source:Pers. Commun. Goulden,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2090,FLONA Tapajos Km 83,primary forest,999,2TEB,NA,2TEB,nodata,utbe,ANPP_2_C,NAC,1/1/2000,8,NA,9,NA,9,5.5,NAC,NAC,NAC,original source:Pers. Commun. Goulden,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2091,FLONA Tapajos Km 83,primary forest,999,2TEB,NA,2TEB,nodata,utbe,BNPP_root_C,NAC,1/1/2000,8,NA,9,NA,9,2,NAC,NAC,NAC,original source:Pers. Commun. Goulden,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2092,FLONA Tapajos Km 83,primary forest,999,2TEB,NA,2TEB,nodata,utbe,NPP_1_C,214,1/1/2000,8,NA,9,NA,9,7.5,NAC,NAC,NAC,original source:Pers. Commun. Goulden,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2093,FLONA Tapajos Km 83,primary forest,999,2TEB,NA,2TEB,nodata,utbe,Rsoil_annual,340,1/1/2000,8,NA,9,NA,9,10,NAC,NAC,NAC,original source:Pers. Commun. Goulden,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2094,FLONA Tapajos Km 83,primary forest,999,2TEB,NA,2TEB,nodata,utbe,R_het_annual,339,1/1/2000,8,NA,9,NA,9,8,NAC,NAC,NAC,original source:Pers. Commun. Goulden,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2095,FLONA Tapajos Km 83,primary forest,999,2TEB,NA,2TEB,nodata,utbe,R_auto_annual,338,1/1/2000,8,NA,9,NA,9,22,NAC,NAC,NAC,original source:Pers. Commun. Goulden,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1365-2486.2007.01439.x,Luyssaert,2007,"CO2 balance of boreal, temperate, and tropical forests derived from a global database",Luyssaert et al. 2007
2096,Chamela 2 Middle,UM Mature Terra firme,999,2TDB,NA,2TDB,nodata,not utbe,ANPP_foliage_C,NAC,NA,9,1/1/1982,8,1/1/1995,8,1.53,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,http://www.daac.ornl.gov,Maass & Martinez-Yrizar ,2001,"NPP Tropical Forest: Chamela, Mexico, 1982-1995.",Luyssaert et al. 2007
2097,Chamela 2 Middle,UM Mature Terra firme,999,2TDB,NA,2TDB,nodata,not utbe,ANPP_woody_C,NAC,NA,9,1/1/1982,8,1/1/1995,8,1.1,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,http://www.daac.ornl.gov,Maass & Martinez-Yrizar ,2001,"NPP Tropical Forest: Chamela, Mexico, 1982-1995.",Luyssaert et al. 2007
2098,Chamela 2 Middle,UM Mature Terra firme,999,2TDB,NA,2TDB,nodata,not utbe,ANPP_2_C,NAC,NA,9,1/1/1982,8,1/1/1995,8,2.63,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,http://www.daac.ornl.gov,Maass & Martinez-Yrizar ,2001,"NPP Tropical Forest: Chamela, Mexico, 1982-1995.",Luyssaert et al. 2007
2099,Chamela 2 Middle,UM Mature Terra firme,999,2TDB,NA,2TDB,nodata,not utbe,BNPP_coarse root_C,121,NA,9,1/1/1982,8,1/1/1995,8,0.46,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,http://www.daac.ornl.gov,Maass & Martinez-Yrizar ,2001,"NPP Tropical Forest: Chamela, Mexico, 1982-1995.",Luyssaert et al. 2007
2100,Chamela 2 Middle,UM Mature Terra firme,999,2TDB,NA,2TDB,nodata,not utbe,BNPP_fine root_C,122,NA,9,1/1/1982,8,1/1/1995,8,2.03,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,http://www.daac.ornl.gov,Maass & Martinez-Yrizar ,2001,"NPP Tropical Forest: Chamela, Mexico, 1982-1995.",Luyssaert et al. 2007
2101,Chamela 2 Middle,UM Mature Terra firme,999,2TDB,NA,2TDB,nodata,not utbe,BNPP_root_C,NAC,NA,9,1/1/1982,8,1/1/1995,8,2.49,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,http://www.daac.ornl.gov,Maass & Martinez-Yrizar ,2001,"NPP Tropical Forest: Chamela, Mexico, 1982-1995.",Luyssaert et al. 2007
2102,Chamela 2 Middle,UM Mature Terra firme,999,2TDB,NA,2TDB,nodata,not utbe,NPP_1_C,123,NA,9,1/1/1982,8,1/1/1995,8,5.12,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,http://www.daac.ornl.gov,Maass & Martinez-Yrizar ,2001,"NPP Tropical Forest: Chamela, Mexico, 1982-1995.",Luyssaert et al. 2007
2103,Chamela 2 Middle,UM Mature Terra firme,999,2TDB,NA,2TDB,nodata,not utbe,NPP_understory_C,NAC,NA,9,1/1/1982,8,1/1/1995,8,0.11,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,http://www.daac.ornl.gov,Maass & Martinez-Yrizar ,2001,"NPP Tropical Forest: Chamela, Mexico, 1982-1995.",Luyssaert et al. 2007
2104,Chamela 2 Middle,UM Mature Terra firme,999,2TDB,NA,2TDB,nodata,not utbe,NPP_2_C,123,NA,9,1/1/1982,8,1/1/1995,8,5.23,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,http://www.daac.ornl.gov,Maass & Martinez-Yrizar ,2001,"NPP Tropical Forest: Chamela, Mexico, 1982-1995.",Luyssaert et al. 2007
2105,Chamela 2 Middle,UM Mature Terra firme,999,2TDB,NA,2TDB,nodata,not utbe,ANPP_folivory_C,442,NA,9,1/1/1982,8,1/1/1995,8,0.27,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,http://www.daac.ornl.gov,Maass & Martinez-Yrizar ,2001,"NPP Tropical Forest: Chamela, Mexico, 1982-1995.",Luyssaert et al. 2007
2106,Chamela 2 Middle,UM Mature Terra firme,999,2TDB,NA,2TDB,nodata,not utbe,C_ag,NAC,NA,9,1/1/1989,8,1/1/1991,8,40.8,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,http://www.daac.ornl.gov,Maass & Martinez-Yrizar ,2001,"NPP Tropical Forest: Chamela, Mexico, 1982-1995.",Luyssaert et al. 2007
2107,Chamela 2 Middle,UM Mature Terra firme,999,2TDB,NA,2TDB,nodata,not utbe,C_biomass_total,NAC,NA,9,1/1/1989,8,1/1/1991,8,55.68,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,http://www.daac.ornl.gov,Maass & Martinez-Yrizar ,2001,"NPP Tropical Forest: Chamela, Mexico, 1982-1995.",Luyssaert et al. 2007
2108,Chamela 2 Middle,UM Mature Terra firme,999,2TDB,NA,2TDB,nodata,not utbe,C_root_total,NAC,NA,9,1/1/1989,8,1/1/1991,8,14.88,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,http://www.daac.ornl.gov,Maass & Martinez-Yrizar ,2001,"NPP Tropical Forest: Chamela, Mexico, 1982-1995.",Luyssaert et al. 2007
2109,Cuieiras/C14,UM,999,2TEB,NA,2TEB,nodata,utbe,NEE_annual,NAC,1/1/1995,8,NA,9,NA,9,-5.9,1,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1029/98JD02647,Malhi,1998,Carbon dioxide transfer over a Central Amazonian rain forest,Luyssaert et al. 2007
2110,Cuieiras/C14,UM,999,2TEB,NA,2TEB,nodata,utbe,Reco_annual,NAC,1/1/1995,8,NA,9,NA,9,24.5,1,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1029/98JD02647,Malhi,1998,Carbon dioxide transfer over a Central Amazonian rain forest,Luyssaert et al. 2007
2111,Cuieiras/C14,UM,999,2TEB,NA,2TEB,nodata,utbe,GPP_C_annual,NAC,1/1/1995,8,NA,9,NA,9,30.4,1,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1029/98JD02647,Malhi,1998,Carbon dioxide transfer over a Central Amazonian rain forest,Luyssaert et al. 2007
2112,Cuieiras/C14,UM,999,2TEB,NA,2TEB,nodata,utbe,C_ag,NAC,1/1/1998,8,NA,9,NA,9,175,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1029/98JD02647,Malhi,1998,Carbon dioxide transfer over a Central Amazonian rain forest,Luyssaert et al. 2007
2113,Cuieiras/C14,UM,999,2TEB,NA,2TEB,nodata,utbe,NEE_annual,NAC,1/1/1999,8,NA,9,NA,9,-5.9,1,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,1,10.1046/j.1365-3040.1999.00453.x,Malhi,1999,"The carbon balance of tropical, temperate and boreal forests",Luyssaert et al. 2007
2114,Cuieiras/C14,UM,999,2TEB,NA,2TEB,nodata,utbe,NPP_5_C,NAC,1/1/1999,8,NA,9,NA,9,15,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-3040.1999.00453.x,Malhi,1999,"The carbon balance of tropical, temperate and boreal forests",Luyssaert et al. 2007
2115,Cuieiras/C14,UM,999,2TEB,NA,2TEB,nodata,utbe,C_foliage,NAC,1/1/1999,8,NA,9,NA,9,4.6,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-3040.1999.00453.x,Malhi,1999,"The carbon balance of tropical, temperate and boreal forests",Luyssaert et al. 2007
2116,Cuieiras/C14,UM,999,2TEB,NA,2TEB,nodata,utbe,C_ags,NAC,1/1/1999,8,NA,9,NA,9,175,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-3040.1999.00453.x,Malhi,1999,"The carbon balance of tropical, temperate and boreal forests",Luyssaert et al. 2007
2117,Cuieiras/C14,UM,999,2TEB,NA,2TEB,nodata,utbe,C_root_coarse,NAC,1/1/1999,8,NA,9,NA,9,26,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-3040.1999.00453.x,Malhi,1999,"The carbon balance of tropical, temperate and boreal forests",Luyssaert et al. 2007
2118,Cuieiras/C14,UM,999,2TEB,NA,2TEB,nodata,utbe,C_root_fine,NAC,1/1/1999,8,NA,9,NA,9,38,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-3040.1999.00453.x,Malhi,1999,"The carbon balance of tropical, temperate and boreal forests",Luyssaert et al. 2007
2119,Cuieiras/C14,UM,999,2TEB,NA,2TEB,nodata,utbe,C_ag,NAC,1/1/1999,8,NA,9,NA,9,181.2,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-3040.1999.00453.x,Malhi,1999,"The carbon balance of tropical, temperate and boreal forests",Luyssaert et al. 2007
2120,Cuieiras/C14,UM,999,2TEB,NA,2TEB,nodata,utbe,C_biomass_total,NAC,1/1/1999,8,NA,9,NA,9,245.2,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-3040.1999.00453.x,Malhi,1999,"The carbon balance of tropical, temperate and boreal forests",Luyssaert et al. 2007
2121,Cuieiras/C14,UM,999,2TEB,NA,2TEB,nodata,utbe,C_root_total,NAC,1/1/1999,8,NA,9,NA,9,64,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1046/j.1365-3040.1999.00453.x,Malhi,1999,"The carbon balance of tropical, temperate and boreal forests",Luyssaert et al. 2007
2122,Cocoflux,coconut plantation,19,2TEB,Cocos nucifera ,CONU,plantation,not utbe,C_foliage,NAC,1/1/2002,8,NA,9,NA,9,6.85,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1017/S0014479704002467,Mialet-Serra,2005,Assimilate storage in vegetative organs of coconut (Cocos nucifera). ,Luyssaert et al. 2007
2123,Cocoflux,coconut plantation,19,2TEB,Cocos nucifera ,CONU,plantation,not utbe,C_ags,NAC,1/1/2002,8,NA,9,NA,9,16.13,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1017/S0014479704002467,Mialet-Serra,2005,Assimilate storage in vegetative organs of coconut (Cocos nucifera). ,Luyssaert et al. 2007
2124,Cocoflux,coconut plantation,19,2TEB,Cocos nucifera ,CONU,plantation,not utbe,C_ag,NAC,1/1/2002,8,NA,9,NA,9,29.17,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1017/S0014479704002467,Mialet-Serra,2005,Assimilate storage in vegetative organs of coconut (Cocos nucifera). ,Luyssaert et al. 2007
2125,Cocoflux,coconut plantation,19,2TEB,Cocos nucifera ,CONU,plantation,not utbe,C_biomass_total,NAC,1/1/2002,8,NA,9,NA,9,36.32,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1017/S0014479704002467,Mialet-Serra,2005,Assimilate storage in vegetative organs of coconut (Cocos nucifera). ,Luyssaert et al. 2007
2126,Cocoflux,coconut plantation,19,2TEB,Cocos nucifera ,CONU,plantation,not utbe,C_root_total,NAC,1/1/2002,8,NA,9,NA,9,7.15,NAC,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1017/S0014479704002467,Mialet-Serra,2005,Assimilate storage in vegetative organs of coconut (Cocos nucifera). ,Luyssaert et al. 2007
