"","site.ID","sites.sitename","network","alt.names","super.site","city","state","country","lat","lon","coordinates.precision","masl","geography.notes","mat","min.temp","max.temp","map","climate.notes","soil.texture","sand","silt","clay","soil.classification","soil.notes","hydrology.notes","site.notes","geographic.area","continent","biogeog","Koeppen","FAO.ecozone","site.ID.v1","measurement.refs","site.ref","ref.notes","lacks.info.from.ori.pub","loaded.from","loaded.by","potential_duplicate_group","potential_duplicate_group_parsed","confirmed.unique","potential_duplicate_group_manual","duplicate.notes","optional","WC_MAT","WC_MAP","WC_warmest","WC_coldest","climate.data.suspect"
"26",26,"Alberta AB13",NA,NA,NA,"NAC","Alberta","Canada",50.22,-114.59,"NAC","2010",NA,-0.1,NA,NA,646,"MAT and MAP from Liu2014","NAC","NAC","NAC","NAC","NAC",NA,NA,NA,19,"North America","Nearctic","Dfc","Temperate mountain system",NA,"Ma_2012_rdri",NA,"Liu_2014_htpa",NA,"Liu_2014_htpa","Maria",0,"0",NA,"0",NA,TRUE,0.191666603088379,684,11.1999998092651,-10.8999996185303,NA
"27",27,"Alberta AB14",NA,NA,NA,"NAC","Alberta","Canada",50.25,-114.59,"NAC","2010",NA,0.2,NA,NA,638,"MAT and MAP from Liu2014","NAC","NAC","NAC","NAC","NAC",NA,NA,NA,19,"North America","Nearctic","Dfc","Temperate mountain system",NA,"Ma_2012_rdri",NA,"Liu_2014_htpa",NA,"Liu_2014_htpa","Maria",0,"0",NA,"0",NA,TRUE,0.562500059604645,662,11.6999998092651,-10.6999998092651,NA
"28",28,"Alberta AB15",NA,NA,NA,"NAC","Alberta","Canada",50.29,-114.57,"NAC","1903",NA,0.8,NA,NA,622,"MAT and MAP from Liu2014","NAC","NAC","NAC","NAC","NAC",NA,NA,NA,19,"North America","Nearctic","Dfc","Temperate mountain system",NA,"Ma_2012_rdri",NA,"Liu_2014_htpa",NA,"Liu_2014_htpa","Maria",0,"0",NA,"0",NA,TRUE,1.125,645,12.1999998092651,-10.3999996185303,NA
"29",29,"Alberta AB16",NA,NA,NA,"NAC","Alberta","Canada",51.45,-115.05,"NAC","1532",NA,0.4,NA,NA,555,"MAT and MAP from Liu2014","NAC","NAC","NAC","NAC","NAC",NA,NA,NA,20,"North America","Nearctic","Dfc","Boreal coniferous forest",NA,"Ma_2012_rdri",NA,"Liu_2014_htpa",NA,"Liu_2014_htpa","Maria",0,"0",NA,"0",NA,TRUE,1.69999992847443,550,12.3999996185303,-9.39999961853027,NA
"30",30,"Alberta AB17",NA,NA,NA,"NAC","Alberta","Canada",52.4,-115.67,"NAC","1501",NA,0.8,NA,NA,569,"MAT and MAP from Liu2014","NAC","NAC","NAC","NAC","NAC",NA,NA,NA,21,"North America","Nearctic","Dfc","Boreal coniferous forest",NA,"Ma_2012_rdri",NA,"Liu_2014_htpa",NA,"Liu_2014_htpa","Maria",0,"0",NA,"0",NA,TRUE,1.85416674613953,611,13.3000001907349,-11.1000003814697,NA
"31",31,"Alberta AB18",NA,NA,NA,"NAC","Alberta","Canada",54.51,-117.62,"NAC","844",NA,2.2,NA,NA,597,"MAT and MAP from Liu2014","NAC","NAC","NAC","NAC","NAC",NA,NA,NA,22,"North America","Nearctic","Dfc","Boreal coniferous forest",NA,"Ma_2012_rdri",NA,"Liu_2014_htpa",NA,"Liu_2014_htpa","Maria",0,"0",NA,"0",NA,TRUE,2.75,592,14.8000001907349,-10.5,NA
"32",32,"Alberta AB19",NA,NA,NA,"NAC","Alberta","Canada",56.79,-118.59,"NAC","845",NA,-0.6,NA,NA,456,"MAT and MAP from Liu2014","NAC","NAC","NAC","NAC","NAC",NA,NA,NA,23,"North America","Nearctic","Dfc","Boreal coniferous forest",NA,"Ma_2012_rdri",NA,"Liu_2014_htpa",NA,"Liu_2014_htpa","Maria",0,"0",NA,"0",NA,TRUE,-0.0333331748843193,459,13.8000001907349,-15.3999996185303,NA
"33",33,"Alberta AB20",NA,NA,NA,"NAC","Alberta","Canada",56.55,-119.31,"NAC","815",NA,-0.1,NA,NA,439,"MAT and MAP from Liu2014","NAC","NAC","NAC","NAC","NAC",NA,NA,NA,24,"North America","Nearctic","Dfc","Boreal coniferous forest",NA,"Ma_2012_rdri",NA,"Liu_2014_htpa",NA,"Liu_2014_htpa","Maria",0,"0",NA,"0",NA,TRUE,0.504166662693024,429,14.8999996185303,-16.6000003814697,NA
"34",34,"Alberta AB21",NA,NA,NA,"NAC","Alberta","Canada",57.13,-118.33,"NAC","747",NA,-0.9,NA,NA,450,"MAT and MAP from Liu2014","NAC","NAC","NAC","NAC","NAC",NA,NA,NA,25,"North America","Nearctic","Dfc","Boreal coniferous forest",NA,"Ma_2012_rdri",NA,"Liu_2014_htpa",NA,"Liu_2014_htpa","Maria",0,"0",NA,"0",NA,TRUE,-0.120833367109299,464,14.1000003814697,-16.2000007629395,NA
"35",35,"Alberta AB22",NA,NA,NA,"NAC","Alberta","Canada",55.51,-114.25,"NAC","746",NA,-0.9,NA,NA,524,"MAT and MAP from Liu2014","NAC","NAC","NAC","NAC","NAC",NA,NA,NA,26,"North America","Nearctic","Dfc","Boreal coniferous forest",NA,"Ma_2012_rdri",NA,"Liu_2014_htpa",NA,"Liu_2014_htpa","Maria",0,"0",NA,"0",NA,TRUE,0.591666638851166,526,14.3999996185303,-16,NA
"36",36,"Alberta AB23",NA,NA,NA,"NAC","Alberta","Canada",50.14,-114.51,"NAC","1882",NA,-0.7,NA,NA,652,"MAT and MAP from Liu2014","NAC","NAC","NAC","NAC","NAC",NA,NA,NA,19,"North America","Nearctic","Dfc","Temperate mountain system",NA,"Ma_2012_rdri",NA,"Liu_2014_htpa",NA,"Liu_2014_htpa","Maria",0,"0",NA,"0",NA,TRUE,-0.208333343267441,677,10.6999998092651,-10.8999996185303,NA
"37",37,"Alberta AB24",NA,NA,NA,"NAC","Alberta","Canada",50.15,-114.5,"NAC","1882",NA,-0.5,NA,NA,646,"MAT and MAP from Liu2014","NAC","NAC","NAC","NAC","NAC",NA,NA,NA,19,"North America","Nearctic","Dfc","Temperate mountain system",NA,"Ma_2012_rdri",NA,"Liu_2014_htpa",NA,"Liu_2014_htpa","Maria",0,"0",NA,"0",NA,TRUE,0.287500083446503,656,11.1999998092651,-10.6000003814697,NA
"38",38,"Alberta AB25",NA,NA,NA,"NAC","Alberta","Canada",50.16,-114.51,"NAC","1882",NA,-1.2,NA,NA,651,"MAT and MAP from Liu2014","NAC","NAC","NAC","NAC","NAC",NA,NA,NA,19,"North America","Nearctic","Dfc","Temperate mountain system",NA,"Ma_2012_rdri",NA,"Liu_2014_htpa",NA,"Liu_2014_htpa","Maria",0,"0",NA,"0",NA,TRUE,-0.537500023841858,694,10.3000001907349,-10.8999996185303,NA
"39",39,"Alberta AB26",NA,NA,NA,"NAC","Alberta","Canada",50.16,-114.5,"NAC","1882",NA,-1,NA,NA,649,"MAT and MAP from Liu2014","NAC","NAC","NAC","NAC","NAC",NA,NA,NA,19,"North America","Nearctic","Dfc","Temperate mountain system",NA,"Ma_2012_rdri",NA,"Liu_2014_htpa",NA,"Liu_2014_htpa","Maria",0,"0",NA,"0",NA,TRUE,-0.208333373069763,671,10.6000003814697,-10.8000001907349,NA
"40",40,"Alberta AB27",NA,NA,NA,"NAC","Alberta","Canada",50.2,-114.55,"NAC","2448",NA,-0.6,NA,NA,649,"MAT and MAP from Liu2014","NAC","NAC","NAC","NAC","NAC",NA,NA,NA,19,"North America","Nearctic","Dfc","Temperate mountain system",NA,"Ma_2012_rdri",NA,"Liu_2014_htpa",NA,"Liu_2014_htpa","Maria",0,"0",NA,"0",NA,TRUE,-0.479166626930237,702,10.3999996185303,-11.1000003814697,NA
"41",41,"Alberta AB28",NA,NA,NA,"NAC","Alberta","Canada",50.19,-114.55,"NAC","2448",NA,-0.9,NA,NA,652,"MAT and MAP from Liu2014","NAC","NAC","NAC","NAC","NAC",NA,NA,NA,19,"North America","Nearctic","Dfc","Temperate mountain system",NA,"Ma_2012_rdri",NA,"Liu_2014_htpa",NA,"Liu_2014_htpa","Maria",0,"0",NA,"0",NA,TRUE,-0.341666668653488,684,10.6000003814697,-11.1000003814697,NA
"42",42,"Alberta AB29",NA,NA,NA,"NAC","Alberta","Canada",53.03,-115.25,"NAC","929",NA,1.8,NA,NA,543,"MAT and MAP from Liu2014","NAC","NAC","NAC","NAC","NAC",NA,NA,NA,27,"North America","Nearctic","Dfc","Boreal coniferous forest",NA,"Ma_2012_rdri",NA,"Liu_2014_htpa",NA,"Liu_2014_htpa","Maria",0,"0",NA,"0",NA,TRUE,2.54583334922791,591,14.8999996185303,-12.8000001907349,NA
"43",43,"Alberta AB30",NA,NA,NA,"NAC","Alberta","Canada",53.28,-115.45,"NAC","920",NA,1.6,NA,NA,559,"MAT and MAP from Liu2014","NAC","NAC","NAC","NAC","NAC",NA,NA,NA,28,"North America","Nearctic","Dfc","Boreal coniferous forest",NA,"Ma_2012_rdri",NA,"Liu_2014_htpa",NA,"Liu_2014_htpa","Maria",0,"0",NA,"0",NA,TRUE,2.07083320617676,596,14.5,-13.6000003814697,NA
"44",44,"Alberta AB31",NA,NA,NA,"NAC","Alberta","Canada",55.14,-114.82,"NAC","784",NA,-1.1,NA,NA,551,"MAT and MAP from Liu2014","NAC","NAC","NAC","NAC","NAC",NA,NA,NA,29,"North America","Nearctic","Dfc","Boreal coniferous forest",NA,"Ma_2012_rdri",NA,"Liu_2014_htpa",NA,"Liu_2014_htpa","Maria",0,"0",NA,"0",NA,TRUE,0.629166603088379,568,13.6000003814697,-14.3999996185303,NA
"45",45,"Alberta AB5",NA,NA,NA,"NAC","Alberta","Canada",54.17,-116.77,"NAC","881",NA,2.6,NA,NA,579,"MAT and MAP from Liu2014","NAC","NAC","NAC","NAC","NAC",NA,NA,NA,18,"North America","Nearctic","Dfc","Boreal coniferous forest",NA,"Ma_2012_rdri",NA,"Liu_2014_htpa",NA,"Liu_2014_htpa","Maria",0,"0",NA,"0",NA,TRUE,2.62916660308838,573,14.8000001907349,-11.1000003814697,NA
"46",46,"Alberta AB6",NA,NA,NA,"NAC","Alberta","Canada",55.33,-111.84,"NAC","661",NA,0.2,NA,NA,475,"MAT and MAP from Liu2014","NAC","NAC","NAC","NAC","NAC",NA,NA,NA,30,"North America","Nearctic","Dfc","Boreal coniferous forest",NA,"Ma_2012_rdri",NA,"Liu_2014_htpa",NA,"Liu_2014_htpa","Maria",0,"0",NA,"0",NA,TRUE,0.254166692495346,505,15.6000003814697,-19.5,NA
"47",47,"Alberta AB7",NA,NA,NA,"NAC","Alberta","Canada",49.38,-114.39,"NAC","1490",NA,2.5,NA,NA,669,"MAT and MAP from Liu2014","NAC","NAC","NAC","NAC","NAC",NA,NA,NA,31,"North America","Nearctic","Dfc","Temperate mountain system",NA,"Ma_2012_rdri",NA,"Liu_2014_htpa",NA,"Liu_2014_htpa","Maria",0,"0",NA,"0",NA,TRUE,3.13750004768372,686,14.1000003814697,-7.90000009536743,NA
"48",48,"Alberta AB8",NA,NA,NA,"NAC","Alberta","Canada",49.34,-114.15,"NAC","1435",NA,1.5,NA,NA,648,"MAT and MAP from Liu2014","NAC","NAC","NAC","NAC","NAC",NA,NA,NA,31,"North America","Nearctic","Dfc","Temperate mountain system",NA,"Ma_2012_rdri",NA,"Liu_2014_htpa",NA,"Liu_2014_htpa","Maria",0,"0",NA,"0",NA,TRUE,2.67499995231628,731,13.5,-7.59999990463257,NA
"49",49,"Alberta AB9",NA,NA,NA,"NAC","Alberta","Canada",50.18,-114.47,"NAC","1882",NA,0,NA,NA,631,"MAT and MAP from Liu2014","NAC","NAC","NAC","NAC","NAC",NA,NA,NA,19,"North America","Nearctic","Dfc","Temperate mountain system",NA,"Ma_2012_rdri",NA,"Liu_2014_htpa",NA,"Liu_2014_htpa","Maria",0,"0",NA,"0",NA,TRUE,0.383333384990692,655,11.3999996185303,-10.6000003814697,NA
"50",50,"Aleman",NA,NA,NA,"NAC","Alajuela","Costa Rica",10.3019,-84.7408,"decimal degrees to 4 digits","962",NA,21.6,NA,NA,5800,NA,"NAC","NAC","NAC","NAC","Andisol",NA,"NAC",NA,32,"North America","Neotropics","Aw","Tropical rainforest","1306","Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,0,"0",NA,"0",NA,TRUE,21.0416660308838,3413,22.2999992370605,20.1000003814697,NA
"51",51,"Aleza Lake",NA,NA,NA,"NAC","British Columbia","Canada",54.05,-122.05,"NAC","NI",NA,3,NA,NA,900,NA,"sandy loam","NAC","NAC","NAC","NAC",NA,NA,NA,33,"North America","Nearctic","Dfc","Temperate mountain system",NA,"Fredeen_2007_wdrs","Fredeen_2007_wdrs",NA,1,"Luyssaert_2007_cbob","Maria",0,"0",NA,"0",NA,TRUE,4.12083339691162,873,15.5,-8.60000038146973,NA
"52",52,"Alkkia Scots pine plantation",NA,NA,NA,"NAC","Satakunta","Finland",62.1764333,22.7836833,"NAC","159",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","NAC",NA,NA,NA,34,"Europe","Palearctic","Dfc","Boreal coniferous forest",NA,"Lohila_2007_cdea","Lohila_2007_cdea",NA,NA,"Baldocchi_2008_bott","Maria",11,"1",NA,"11",NA,TRUE,3.10000014305115,632,15.3000001907349,-7.90000009536743,NA
"53",53,"Allpahuayo A",NA,NA,NA,"NAC","Loreto","Peru",-4,-73.4,"degree","NAC",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","NAC",NA,"NAC",NA,35,"South America","Neotropics","Af","Tropical rainforest","1421","Chao_2009_atdq",NA,NA,NA,"Chao_2009_atdq",NA,0,"0",NA,"0",NA,TRUE,26.2666664123535,2626,26.7000007629395,25.2999992370605,NA
"54",54,"Allpahuayo A ALP11/ALP12",NA,NA,NA,"NAC","Loreto","Peru",-3.95,-73.4333,"NAC","120",NA,25.2,NA,NA,2689,NA,"sandy loam","NAC","NAC","NAC","Alisol/Gleysol","This site is located on an infertile, sandy upper soil layer; however, there is evidence that tree roots may have access to a deeper, more fertile soil and thus contribute to the high productivity observed (P.V.A. Fine, personal communications).","NAC",NA,35,"South America","Neotropics","Af","Tropical rainforest","459","del Aguila-Pasquel_2014_tsco; Malhi_2017_tvop","del Aguila-Pasquel_2014_tsco",NA,NA,"Malhi_2015_tlbp",NA,13,"1","NAC","13","needs review",TRUE,26.1208343505859,2660,26.6000003814697,25.2000007629395,NA
"55",55,"Allpahuayo A clay-rich soils",NA,NA,NA,"NAC","Loreto","Peru",-3.95,-73.43,"NAC","120",NA,26.3,NA,NA,2762,"Dry season length 0.77 mths","clay-rich","NAC","NAC","NAC","entisol (typic endoaquent)",NA,"terra firma",NA,35,"South America","Neotropics","Af","Tropical rainforest","58","Baker_2004_ibia; Malhi_2004_tacw",NA,NA,NA,NA,NA,13,"1","NAC","13","needs review",TRUE,26.1208343505859,2660,26.6000003814697,25.2000007629395,NA
"56",56,"Allpahuayo A sandy soils",NA,NA,NA,"NAC","Loreto","Peru",-3.95,-73.43,"NAC","120",NA,26.3,NA,NA,2762,"Dry season length 0.77 mths","sandy","NAC","NAC","NAC","ultisol (typic paleudult)",NA,"terra firma",NA,35,"South America","Neotropics","Af","Tropical rainforest","59","Baker_2004_ibia; Malhi_2004_tacw",NA,NA,NA,NA,NA,13,"1","NAC","13","needs review",TRUE,26.1208343505859,2660,26.6000003814697,25.2000007629395,NA
"57",57,"Allpahuayo B",NA,NA,NA,"NAC","Loreto","Peru",-4,-73.4,"degree","NAC",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","NAC",NA,"NAC",NA,35,"South America","Neotropics","Af","Tropical rainforest","1422","Chao_2009_atdq",NA,NA,NA,"Chao_2009_atdq",NA,0,"0",NA,"0",NA,TRUE,26.2666664123535,2626,26.7000007629395,25.2999992370605,NA
"58",58,"Allpahuayo B clay-rich soils",NA,NA,NA,"NAC","Loreto","Peru",-3.95,-73.43,"NAC","114",NA,26.3,NA,NA,2763,"Dry season length 0.77 mths","clay-rich","NAC","NAC","NAC","ultisol (typic hapludult)",NA,"terra firma",NA,35,"South America","Neotropics","Af","Tropical rainforest","60","Baker_2004_ibia; Malhi_2004_tacw","Malhi_2004_tacw",NA,NA,NA,NA,13,"1","NAC","13","needs review",TRUE,26.1208343505859,2660,26.6000003814697,25.2000007629395,NA
"59",59,"Allpahuayo B sandy soils",NA,NA,NA,"NAC","Loreto","Peru",-3.95,-73.43,"NAC","114",NA,26.3,NA,NA,2763,"Dry season length 0.77 mths","sandy","NAC","NAC","NAC","entisol (spodic udipsamment)",NA,"terra firma",NA,35,"South America","Neotropics","Af","Tropical rainforest","61","Baker_2004_ibia; Malhi_2004_tacw","Malhi_2004_tacw",NA,NA,NA,NA,13,"1","NAC","13","needs review",TRUE,26.1208343505859,2660,26.6000003814697,25.2000007629395,NA
"60",60,"Allpahuayo C ALP30",NA,NA,NA,"NAC","Loreto","Peru",-3.9543,-73.4267,"NAC","150",NA,25.2,NA,NA,2689,NA,"loamy sand","NAC","NAC","NAC","Arenosol",NA,"NAC",NA,35,"South America","Neotropics","Af","Tropical rainforest","460","Chao_2009_atdq; del Aguila-Pasquel_2014_tsco; Malhi_2017_tvop","del Aguila-Pasquel_2014_tsco",NA,NA,NA,NA,13,"1","NAC","13","needs review",TRUE,26.1208343505859,2660,26.6000003814697,25.2000007629395,NA
"61",61,"AM10",NA,NA,NA,"Manaus","Amazonas","Brazil",-3.06,-60,"NAC","NAC",NA,25.6,NA,NA,2100,NA,"clay","NAC","NAC","NAC","Oxisol","Mostly clayey oxisols with patches of sandy soils in valley bottoms (AM10).","NAC",NA,36,"South America","Neotropics","Af","Tropical rainforest","82","Steininger_2000_sfsa",NA,NA,NA,"Anderson_2006_toba",NA,0,"0",NA,"0",NA,TRUE,26.9750003814697,2418,27.8999996185303,26.3999996185303,NA
"62",62,"Amacayacu E",NA,NA,NA,"NAC","Amazonas","Colombia",-3.72,-70.3,"NAC","NAC",NA,NA,NA,NA,2888,"rainfall seasonality index SR (%) = 0.13","NAC","NAC","NAC","NAC","Plinthosol",NA,"NAC",NA,6,"South America","Neotropics","Af","Tropical rainforest","1167","Aragao_2009_aabn; Chave_2010_rasp",NA,NA,NA,"Chave_2010_rasp",NA,0,"0",NA,"0",NA,TRUE,26.6041660308838,2953,27.2000007629395,25.8999996185303,NA
"63",63,"Amacayacu U",NA,NA,NA,"NAC","Amazonas","Colombia",-3.72,-70.3,"NAC","NAC",NA,NA,NA,NA,2888,"rainfall seasonality index SR (%) = 0.13","NAC","NAC","NAC","NAC","Plinthosol",NA,"NAC",NA,6,"South America","Neotropics","Af","Tropical rainforest","1168","Aragao_2009_aabn; Chave_2010_rasp",NA,NA,NA,"Chave_2010_rasp",NA,0,"0",NA,"0",NA,TRUE,26.6041660308838,2953,27.2000007629395,25.8999996185303,NA
"64",64,"Amalau",NA,NA,NA,"Tutuila","Eastern District","American Samoa",-14.256152,-170.661824,"other (see geography.notes)","NAC","ori coords fell in ocean. New coords from gmaps",26.9,NA,NA,3207,NA,"stony silty clay loam (talus)","NAC","NAC","NAC","NAC","very stony silty clay loam (Nakamura 1984), hereafter referred to as 'talus' and characterized by a loose layer of variable-sized stones and rocks overlaying a clay soil","NAC",NA,16,"Oceania","Oceania","Af","Tropical rainforest","13","Webb_1999_daso",NA,NA,NA,NA,NA,7,"1","1","7",NA,TRUE,25.9833335876465,3483,26.7000007629395,25.2000007629395,NA
"65",65,"Anandgoan",NA,NA,NA,"NAC","Chhattisgarh","India",21.9,81.55,"NAC","300",NA,27.75,13.2,42.3,1200,NA,"clay","NAC","NAC","NAC","Entisol","The soil of the study area is red laterite derived from metamorphicrock with stones and ferruginous gravel and classifed as Entisols.","NAC",NA,37,"Asia","IndoMalay","Aw","Tropical dry forest","397","Swamy_2004_tgba",NA,NA,NA,"Swamy_2004_tgba",NA,0,"0","1","0",NA,TRUE,26.779167175293,1125,35.4000015258789,19.7999992370605,NA
"66",66,"Anangu, A1",NA,NA,NA,"NAC","Orellana","Ecuador",-0.53,-76.43,"NAC","250",NA,25.77,NA,NA,3252,"Dry season length 0.31 mths","NAC","NAC","NAC","NAC","ultisol",NA,"seasonally flooded",NA,38,"South America","Neotropics","Af","Tropical rainforest","466","Malhi_2004_tacw",NA,"Korning (1992)",NA,"Malhi_2004_tacw",NA,0,"0",NA,"0",NA,TRUE,25.1000003814697,3314,25.7000007629395,24.2000007629395,NA
"67",67,"Anangu, A2",NA,NA,NA,"NAC","Orellana","Ecuador",-0.53,-76.43,"NAC","310",NA,25.47,NA,NA,3252,"Dry season length 0.31 mths","NAC","NAC","NAC","NAC","ultisol",NA,"terra firma",NA,38,"South America","Neotropics","Af","Tropical rainforest","467","Malhi_2004_tacw",NA,"Korning (1992)",NA,"Malhi_2004_tacw",NA,0,"0",NA,"0",NA,TRUE,25.1000003814697,3314,25.7000007629395,24.2000007629395,NA
"68",68,"Anangu, A3",NA,NA,NA,"NAC","Orellana","Ecuador",-0.53,-76.43,"NAC","370",NA,25.17,NA,NA,3252,"Dry season length 0.31 mths","NAC","NAC","NAC","NAC","ultisol",NA,"terra firma",NA,38,"South America","Neotropics","Af","Tropical rainforest","468","Malhi_2004_tacw",NA,"Korning (1992)",NA,"Malhi_2004_tacw",NA,0,"0",NA,"0",NA,TRUE,25.1000003814697,3314,25.7000007629395,24.2000007629395,NA
"69",69,"Andrews 1",NA,NA,"H.J. Andrews Experimental Forest","Blue River","Oregon","United States of America",44.2576,-122.2012,"NAC","780",NA,NA,NA,NA,NA,NA,"loam","NAC","NAC","NAC","NAC",NA,NA,NA,39,"North America","Nearctic","Csb","Temperate mountain system",NA,"Luyssaert_2007_cbob","Law_2004_dace",NA,1,"Luyssaert_2007_cbob","Maria",17,"1","supersite","17","needs merge",TRUE,8.74583339691162,1735,17.2999992370605,1.5,NA
"70",70,"Andrews 10",NA,NA,"H.J. Andrews Experimental Forest","Blue River","Oregon","United States of America",44.2479,-122.2008,"NAC","785",NA,NA,NA,NA,NA,NA,"loam","NAC","NAC","NAC","NAC",NA,NA,NA,39,"North America","Nearctic","Csb","Temperate mountain system",NA,"DeAngelis_1981_pofe; Luyssaert_2007_cbob","Law_2004_dace",NA,1,"Luyssaert_2007_cbob","Maria",17,"1","supersite","17","needs merge",TRUE,8.70416641235352,1726,17.2999992370605,1.5,NA
"71",71,"Andrews 11",NA,NA,"H.J. Andrews Experimental Forest","Blue River","Oregon","United States of America",44.2334,-122.1731,"NAC","738",NA,NA,NA,NA,NA,NA,"loam","NAC","NAC","NAC","NAC",NA,NA,NA,39,"North America","Nearctic","Csb","Temperate mountain system",NA,"Luyssaert_2007_cbob","Law_2004_dace",NA,1,"Luyssaert_2007_cbob","Maria",17,"1","supersite","17","needs merge",TRUE,8.22083377838135,1676,16.7000007629395,1.20000004768372,NA
"72",72,"Andrews 12",NA,NA,"H.J. Andrews Experimental Forest","Blue River","Oregon","United States of America",44.2587,-122.1818,"NAC","812",NA,NA,NA,NA,NA,NA,"loam","NAC","NAC","NAC","NAC",NA,NA,NA,39,"North America","Nearctic","Csb","Temperate mountain system",NA,"Luyssaert_2007_cbob","Law_2004_dace",NA,1,"Luyssaert_2007_cbob","Maria",17,"1","supersite","17","needs merge",TRUE,8.20833301544189,1723,16.7000007629395,1.20000004768372,NA
"73",73,"Andrews 2",NA,NA,"H.J. Andrews Experimental Forest","Blue River","Oregon","United States of America",44.2515,-122.2018,"NAC","815",NA,NA,NA,NA,NA,NA,"loam","NAC","NAC","NAC","NAC",NA,NA,NA,39,"North America","Nearctic","Csb","Temperate mountain system",NA,"Luyssaert_2007_cbob","Law_2004_dace",NA,1,"Luyssaert_2007_cbob","Maria",17,"1","supersite","17","needs merge",TRUE,8.74583339691162,1735,17.2999992370605,1.5,NA
"74",74,"Andrews 3",NA,NA,"H.J. Andrews Experimental Forest","Blue River","Oregon","United States of America",44.2588,-122.2041,"NAC","766",NA,NA,NA,NA,NA,NA,"loam","NAC","NAC","NAC","NAC",NA,NA,NA,39,"North America","Nearctic","Csb","Temperate mountain system",NA,"Luyssaert_2007_cbob","Law_2004_dace",NA,1,"Luyssaert_2007_cbob","Maria",17,"1","supersite","17","needs merge",TRUE,9,1748,17.6000003814697,1.60000002384186,NA
"75",75,"Andrews 4",NA,NA,"H.J. Andrews Experimental Forest","Blue River","Oregon","United States of America",44.2477,-122.1974,"NAC","737",NA,NA,NA,NA,NA,NA,"loam","NAC","NAC","NAC","NAC",NA,NA,NA,39,"North America","Nearctic","Csb","Temperate mountain system",NA,"Luyssaert_2007_cbob","Law_2004_dace",NA,1,"Luyssaert_2007_cbob","Maria",17,"1","supersite","17","needs merge",TRUE,9.07916641235352,1719,17.7000007629395,1.70000004768372,NA
"76",76,"Andrews 5",NA,NA,"H.J. Andrews Experimental Forest","Blue River","Oregon","United States of America",44.2347,-122.1766,"NAC","712",NA,NA,NA,NA,NA,NA,"loam","NAC","NAC","NAC","NAC",NA,NA,NA,39,"North America","Nearctic","Csb","Temperate mountain system",NA,"Luyssaert_2007_cbob","Law_2004_dace",NA,1,"Luyssaert_2007_cbob","Maria",17,"1","supersite","17","needs merge",TRUE,8.5,1679,17,1.39999997615814,NA
"77",77,"Andrews 6",NA,NA,"H.J. Andrews Experimental Forest","Blue River","Oregon","United States of America",44.2548,-122.1827,"NAC","782",NA,NA,NA,NA,NA,NA,"loam","NAC","NAC","NAC","NAC",NA,NA,NA,39,"North America","Nearctic","Csb","Temperate mountain system",NA,"Luyssaert_2007_cbob","Law_2004_dace",NA,1,"Luyssaert_2007_cbob","Maria",17,"1","supersite","17","needs merge",TRUE,8.62083339691162,1701,17.2000007629395,1.39999997615814,NA
"78",78,"Andrews 7",NA,NA,"H.J. Andrews Experimental Forest","Blue River","Oregon","United States of America",44.2705,-122.2173,"NAC","700",NA,NA,NA,NA,NA,NA,"loam","NAC","NAC","NAC","NAC",NA,NA,NA,39,"North America","Nearctic","Csb","Temperate mountain system",NA,"Luyssaert_2007_cbob","Law_2004_dace",NA,1,"Luyssaert_2007_cbob","Maria",17,"1","supersite","17","needs merge",TRUE,8.63333320617676,1785,17.2000007629395,1.5,NA
"79",79,"Andrews 8",NA,NA,"H.J. Andrews Experimental Forest","Blue River","Oregon","United States of America",44.2699,-122.2265,"NAC","859",NA,NA,NA,NA,NA,NA,"loam","NAC","NAC","NAC","NAC",NA,NA,NA,39,"North America","Nearctic","Csb","Temperate mountain system",NA,"Luyssaert_2007_cbob","Law_2004_dace",NA,1,"Luyssaert_2007_cbob","Maria",17,"1","supersite","17","needs merge",TRUE,8.26666641235352,1808,16.7999992370605,1.29999995231628,NA
"80",80,"Andrews 9",NA,NA,"H.J. Andrews Experimental Forest","Blue River","Oregon","United States of America",44.2626,-122.1944,"NAC","846",NA,NA,NA,NA,NA,NA,"loam","NAC","NAC","NAC","NAC",NA,NA,NA,39,"North America","Nearctic","Csb","Temperate mountain system",NA,"Luyssaert_2007_cbob","Law_2004_dace",NA,1,"Luyssaert_2007_cbob","Maria",17,"1","supersite","17","needs merge",TRUE,8.52499961853027,1736,17.1000003814697,1.39999997615814,NA
"81",81,"Andrews watershed",NA,NA,"H.J. Andrews Experimental Forest","Blue River","Oregon","United States of America",44.25,-122.17,"NAC","531",NA,8.7,NA,NA,2370,NA,"loam","NAC","NAC","NAC","NAC",NA,NA,NA,39,"North America","Nearctic","Csb","Temperate mountain system",NA,"Sulzmann_2005_coal","Sulzmann_2005_coal",NA,1,"Luyssaert_2007_cbob","Maria",17,"1","supersite","17","needs merge",TRUE,7.82083320617676,1718,16.2000007629395,1,NA
