"","site.ID","sites.sitename","network","alt.names","super.site","city","state","country","lat","lon","coordinates.precision","masl","geography.notes","mat","min.temp","max.temp","map","climate.notes","soil.texture","sand","silt","clay","soil.classification","soil.notes","hydrology.notes","site.notes","geographic.area","continent","biogeog","Koeppen","FAO.ecozone","site.ID.v1","measurement.refs","site.ref","ref.notes","lacks.info.from.ori.pub","loaded.from","loaded.by","potential_duplicate_group","potential_duplicate_group_parsed","confirmed.unique","potential_duplicate_group_manual","duplicate.notes","optional","WC_MAT","WC_MAP","WC_warmest","WC_coldest","climate.data.suspect"
"534",540,"Eastern Canada 2",NA,NA,NA,"NAC","New Brunswick","Canada",47.73,-68.15,"NAC","400",NA,3.6,NA,NA,NA,NA,"sandy loam","NAC","NAC","NAC","NAC",NA,NA,NA,219,"North America","Nearctic","Dfb","Temperate continental forest",NA,"Lavigne_2003_srrt","Lavigne_2003_srrt",NA,1,"Luyssaert_2007_cbob","Maria",0,"0",NA,"0",NA,TRUE,1.68750011920929,1123,16.6000003814697,-15.3999996185303,NA
"535",541,"Eastern Canada 3",NA,NA,NA,"NAC","New Brunswick","Canada",46.03,-66.38,"NAC","50",NA,6.2,NA,NA,NA,NA,"clay loam","NAC","NAC","NAC","NAC",NA,NA,NA,220,"North America","Nearctic","Dfb","Temperate continental forest",NA,"Lavigne_2003_srrt","Lavigne_2003_srrt",NA,1,"Luyssaert_2007_cbob","Maria",0,"0",NA,"0",NA,TRUE,4.85833311080933,1138,18.6000003814697,-10.3000001907349,NA
"536",542,"Eastern Jamaica",NA,NA,NA,"NAC","Saint Catherine","Jamaica",18,-77,"degree","NAC",NA,24.4,NA,NA,1685,NA,"NAC","NAC","NAC","NAC","NAC",NA,"NAC",NA,221,"North America","Neotropics","Aw","Tropical rainforest","339","Tanner_1980_sotb",NA,NA,NA,"Keith_2009_rofb; Liu_2014_htpa",NA,0,"0",NA,"0",NA,TRUE,26.3291664123535,1032,27.6000003814697,24.7999992370605,NA
"537",544,"Eastern Panama Early Tropical Forests, age 2",NA,NA,NA,"Santa Fe","Darien","Panama",8.25,-77.75,"NAC","NAC",NA,25.9,NA,NA,2000,NA,"NAC","NAC","NAC","NAC","NAC","Poorly drained alluvium","NAC",NA,222,"North America","Neotropics","Af","Tropical moist forest","269","Ewel_1971_bcie",NA,NA,NA,"Anderson_2006_toba",NA,0,"0",NA,"0",NA,TRUE,26.8333339691162,2102,27.7000007629395,26.1000003814697,NA
"538",545,"Eastern Panama Early Tropical Forests, age 4-6",NA,NA,NA,"Santa Fe","Darien","Panama",8.25,-77.75,"NAC","NAC",NA,25.9,NA,NA,2000,NA,"NAC","NAC","NAC","NAC","NAC","Imperfectly drained upland terrace","NAC",NA,222,"North America","Neotropics","Af","Tropical moist forest","270","Ewel_1971_bcie",NA,NA,NA,"Anderson_2006_toba",NA,0,"0",NA,"0",NA,TRUE,26.8333339691162,2102,27.7000007629395,26.1000003814697,NA
"539",546,"Eastern Prealps mixed ash and sycamore forest chronosequence",NA,NA,NA,"NAC","Friuli-Venezia Giulia","Italy",46.2,12.333,"NAC","600",NA,10,0,NA,2750,NA,"NAC","NAC","NAC","NAC","Cambisol","Cambisols",NA,"Sites selected based on prevalence of Fraxinus excelsior and Acer pseudoplatanus.",223,"Europe","Palearctic","Dfc","Temperate mountain system",NA,"Alberti_2008_feca",NA,NA,NA,NA,NA,0,"0",NA,"0",NA,TRUE,6.28333330154419,1055,15.5,-1.89999997615814,NA
"540",547,"Eastern Siberia Larix gmelinii chronosequence",NA,NA,NA,"Yakutsk","Siberia","Russia",60.85,128.27,"NAC","NAC",NA,-11.308333,-43,19,213,NA,"silty loam","NAC","NAC","NAC","NAC","Soils were deep and consisted of alluvial silt loam on limestone.",NA,NA,224,"Asia","Palearctic","Dfd","Boreal coniferous forest",NA,"Schulze_1995_aban",NA,NA,NA,"Anderson_2006_toba",NA,0,"0",NA,"0",NA,TRUE,-10.0541667938232,318,16.2000007629395,-37.9000015258789,NA
"541",548,"EDO-01_Ituri Edoro 1",NA,NA,NA,"NAC","Orientale","Congo",1.44,28.58,"NAC","750",NA,24.2,NA,NA,1750,NA,"NAC","NAC","NAC","NAC","Oxisol",NA,"NAC",NA,225,"Africa","Afrotropics","Af","Tropical rainforest","146","Lewis_2009_icsi",NA,NA,NA,"Lewis2009; Liu_2014_htpa",NA,0,"0",NA,"0",NA,TRUE,24.0458335876465,1696,24.6000003814697,23.5,NA
"542",549,"EDO-02_Ituri Edoro 2",NA,NA,NA,"NAC","Orientale","Congo",1.44,28.58,"NAC","750",NA,24.2,NA,NA,1750,NA,"NAC","NAC","NAC","NAC","Oxisol",NA,"NAC",NA,225,"Africa","Afrotropics","Af","Tropical rainforest","147","Lewis_2009_icsi",NA,NA,NA,"Lewis2009; Liu_2014_htpa",NA,0,"0",NA,"0",NA,TRUE,24.0458335876465,1696,24.6000003814697,23.5,NA
"543",550,"Eerguna Larix",NA,NA,NA,"NAC","Inner Mongol","China",50.8,121.5,"NAC","NAC",NA,-3.6,NA,NA,452,NA,"NAC","NAC","NAC","NAC","NAC",NA,NA,NA,205,"Asia","Palearctic","Dwc","Boreal coniferous forest",NA,"Luo_1996_ponp",NA,"Liu_2014_htpa",NA,"Liu_2014_htpa","Maria",0,"0",NA,"0",NA,TRUE,-4.37916660308838,482,16.3999996185303,-28.2000007629395,NA
"544",551,"Eerguna Pinus sylvestris var. mongolica",NA,NA,NA,"NAC","Inner Mongol","China",50.8,121.5,"NAC","NAC",NA,-3.9,NA,NA,463,NA,"NAC","NAC","NAC","NAC","NAC",NA,NA,NA,205,"Asia","Palearctic","Dwc","Boreal coniferous forest",NA,"Luo_1996_ponp",NA,"Liu_2014_htpa",NA,"Liu_2014_htpa","Maria",0,"0",NA,"0",NA,TRUE,-4.37916660308838,482,16.3999996185303,-28.2000007629395,NA
"545",552,"Eerguna, Hulunbeier",NA,NA,NA,"Hulunbeier","Inner Mongol","China",52.6,120.6,"NAC","NAC",NA,-5.1,NA,NA,556,NA,"NAC","NAC","NAC","NAC","NAC",NA,NA,NA,226,"Asia","Palearctic","Dwc","Boreal coniferous forest",NA,"Luo_1996_ponp",NA,"Liu_2014_htpa",NA,"Liu_2014_htpa","Maria",0,"0",NA,"0",NA,TRUE,-4.30416679382324,424,17.7999992370605,-29.7999992370605,NA
"546",553,"EJA-04_Ejagham 4",NA,NA,NA,"NAC","South-West Region","Cameroon",5.33,8.86,"NAC","100",NA,23.9,NA,NA,2706,NA,"NAC","NAC","NAC","NAC","NAC",NA,"NAC",NA,227,"Africa","Afrotropics","Am","Tropical rainforest","223","Lewis_2009_icsi",NA,NA,NA,"Lewis2009; Liu_2014_htpa",NA,0,"0",NA,"0",NA,TRUE,24.8041667938232,2591,26.1000003814697,23.2999992370605,NA
"547",554,"EJA-05_Ejagham 5",NA,NA,NA,"NAC","South-West Region","Cameroon",5.33,8.86,"NAC","100",NA,23.9,NA,NA,2706,NA,"NAC","NAC","NAC","NAC","NAC",NA,"NAC",NA,227,"Africa","Afrotropics","Am","Tropical rainforest","224","Lewis_2009_icsi",NA,NA,NA,"Lewis2009; Liu_2014_htpa",NA,0,"0",NA,"0",NA,TRUE,24.8041667938232,2591,26.1000003814697,23.2999992370605,NA
"548",555,"EKO-41e_Ekobakoba",NA,NA,NA,"NAC","Ogooue-Ivindo","Gabon",0.38,13.11,"NAC","520",NA,23.6,NA,NA,1662,NA,"NAC","NAC","NAC","NAC","NAC",NA,"NAC",NA,228,"Africa","Afrotropics","As","Tropical rainforest","135","Lewis_2009_icsi",NA,NA,NA,"Lewis2009; Liu_2014_htpa",NA,0,"0",NA,"0",NA,TRUE,23.7666664123535,1678,24.8999996185303,22,NA
"549",556,"El Dorado km 91",NA,NA,NA,"NAC","Bolivar","Venezuela",6.5,-61.5,"NAC","210",NA,26.62,NA,NA,1977,"Dry season length 3.46 mths","NAC","NAC","NAC","NAC","younger oxisol",NA,"terra firma",NA,229,"South America","Neotropics","Am","Tropical rainforest","477","Chao_2009_atdq; Malhi_2004_tacw",NA,"Veillon (1985)",NA,NA,NA,143,"1","1","133",NA,TRUE,25.9791660308838,1959,26.6000003814697,25.1000003814697,NA
"550",557,"El Dorado km 98",NA,NA,NA,"NAC","Bolivar","Venezuela",6.5,-61.5,"NAC","380",NA,25.77,NA,NA,1977,"Dry season length 3.46 mths","NAC","NAC","NAC","NAC","younger oxisol",NA,"terra firma",NA,229,"South America","Neotropics","Am","Tropical rainforest","478","Chao_2009_atdq; Malhi_2004_tacw",NA,"Veillon (1985)",NA,NA,NA,143,"1","1","133",NA,TRUE,25.9791660308838,1959,26.6000003814697,25.1000003814697,NA
"551",558,"El Dorado/Rio Grande",NA,NA,NA,"NAC","Bolivar","Venezuela",6.1,-61.4,"NAC","NAC",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","NAC",NA,"NAC",NA,230,"South America","Neotropics","Am","Tropical rainforest","1415","Delaney_1998_tqat","Delaney_1998_tqat",NA,NA,"Chao_2009_atdq",NA,0,"0",NA,"0",NA,TRUE,25.033332824707,1898,25.7000007629395,24.2999992370605,NA
"552",559,"El Eden Ecological Reserve fire chronosequence",NA,NA,NA,"NAC","Quintana Roo","Mexico",21.216667,-87.183333,"NAC","6",NA,24.2,NA,NA,1650,NA,"NAC","NAC","NAC","NAC","NAC","limestone bedrock","NAC","2500ha protected; 800ha mature forest, remaining is secondary",231,"North America","Neotropics","Aw","Tropical moist forest","384","Vargas_2008_baca",NA,"Gomez-Pompa 2003",NA,NA,NA,144,"1",NA,"134",NA,TRUE,25.3500003814697,1235,27.5,22.2000007629395,NA
"553",560,"El Ocote biosphere preserve",NA,NA,NA,"NAC","Chiapas","Mexico",16.95583,-93.63056,"other (see geography.notes)","740","between 16 deg 45min 42sec and 17deg 09min 00sec North and between 93deg 54min 19 sec and 93deg 21min 20 sec East",27.16,NA,NA,2000,NA,"NAC","NAC","NAC","NAC","Leptosols, Luvisols, Regosols","The soils are predominantly of alluvial origin, sedimentary rocks, limestone, sandstone, mudrock, limonite, intrusive rocks and conglomerates (Leptosols, Luvisols and Regosols).",NA,"GROA site.id #22",232,"North America","Neotropics","Aw","Tropical rainforest","334,335","Orihuela-Belmonte_2013_csaa",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",145,"1",NA,NA,NA,TRUE,22.0750007629395,1266,24.3999996185303,19.3999996185303,"MAT"
"554",562,"El Pozo",NA,NA,NA,"NAC","Guanacaste","Costa Rica",10.8375,-85.6147,"decimal degrees to 4 digits","340",NA,25.6,NA,NA,1556,NA,"NAC","NAC","NAC","NAC","Entisol",NA,"NAC",NA,68,"North America","Neotropics","Aw","Tropical moist forest","1269","Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,44,"4","1","41",NA,TRUE,25.7708339691162,1662,27.2000007629395,24.8999996185303,NA
"555",563,"El Refugio",NA,NA,NA,"Yucatan","Campeche","Mexico",18.816,-89.383,"NAC","NAC",NA,25,NA,NA,892,NA,"NAC","NAC","NAC","NAC","NAC","Regionally, soils are shallow, calcareous, and highly permeable due to organic matter content and under- lying limestone bedrock.","NAC","GROA site.id #293",233,"North America","Neotropics","Aw","Tropical moist forest","380","Eaton_2006_wdsa; Eaton_2009_locs; Lawrence_2002_cifb; Read_2003_robf",NA,NA,NA,NA,NA,0,"0",NA,"0",NA,TRUE,24.6041660308838,961,26.7999992370605,21.7000007629395,NA
"556",564,"El Saler",NA,NA,NA,"NAC","Valencia","Spain",39.35,-0.32,"NAC","10",NA,17.33,NA,NA,445.67,NA,"NAC","NAC","NAC","NAC","NAC",NA,NA,NA,234,"Europe","Palearctic","Csa","Subtropical dry forest",NA,"CarboEurope-IP_2006_cd","CarboEurope-IP_2006_cd",NA,1,"Luyssaert_2007_cbob","Maria",0,"0",NA,"0",NA,TRUE,17.2083339691162,397,24.7000007629395,10.6999998092651,NA
"557",565,"El Tanque",NA,NA,NA,"NAC","Puntarenas","Costa Rica",9.7908,-84.9244,"decimal degrees to 4 digits","43",NA,27.7,NA,NA,2092,NA,"NAC","NAC","NAC","NAC","Alfisol",NA,"NAC",NA,211,"North America","Neotropics","Aw","Tropical moist forest","1277","Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,0,"0",NA,"0",NA,TRUE,NA,NA,NA,NA,NA
"558",566,"El Verde mahogany plantation",NA,NA,NA,"NAC","Puerto Rico","United States of America",18.3,-66.833333,"NAC","200",NA,22.3,NA,NA,3920,NA,"clay","NAC","NAC","NAC","Oxisol","Catalina stony clay (clayey, oxidic, isohyperthermic, Tropeptic Haplorthox)","NAC",NA,183,"North America","Neotropics","Am","Tropical rainforest","351","Lugo_1992_cott",NA,NA,NA,NA,NA,111,"1","1","105",NA,TRUE,23.4458332061768,2142,25,21.5,NA
"559",567,"El Verde secondary forest",NA,NA,NA,"NAC","Puerto Rico","United States of America",18.3,-66.833333,"NAC","200",NA,22.3,NA,NA,3920,NA,"clay","NAC","NAC","NAC","Oxisol","Catalina stony clay (clayey, oxidic, isohyperthermic, Tropeptic Haplorthox)","NAC",NA,183,"North America","Neotropics","Am","Tropical rainforest","355","Lugo_1992_cott",NA,NA,NA,NA,NA,111,"1","1","105",NA,TRUE,23.4458332061768,2142,25,21.5,NA
"560",568,"Emigrant Butte 1",NA,NA,NA,"NAC","Oregon","United States of America",43.4364,-122.2439,"NAC","1378",NA,NA,NA,NA,NA,NA,"loam","NAC","NAC","NAC","NAC",NA,NA,NA,235,"North America","Nearctic","Csb","Temperate mountain system",NA,"Luyssaert_2007_cbob",NA,"Sun et al 2004",1,"Luyssaert_2007_cbob","Maria",0,"0",NA,"0",NA,TRUE,6.44999980926514,1297,15.5,-0.800000011920929,NA
"561",569,"Emigrant Butte 2",NA,NA,NA,"NAC","Oregon","United States of America",43.5015,-122.2083,"NAC","1321",NA,NA,NA,NA,NA,NA,"loam","NAC","NAC","NAC","NAC",NA,NA,NA,235,"North America","Nearctic","Csb","Temperate mountain system",NA,"Luyssaert_2007_cbob",NA,"Sun et al 2004",1,"Luyssaert_2007_cbob","Maria",0,"0",NA,"0",NA,TRUE,6.16249990463257,1295,15,-0.899999976158142,NA
"562",570,"Emigrant Butte 3",NA,NA,NA,"NAC","Oregon","United States of America",43.4169,-122.1608,"NAC","1213",NA,NA,NA,NA,NA,NA,"loam","NAC","NAC","NAC","NAC",NA,NA,NA,235,"North America","Nearctic","Csb","Temperate mountain system",NA,"Luyssaert_2007_cbob",NA,"Sun et al 2004",1,"Luyssaert_2007_cbob","Maria",0,"0",NA,"0",NA,TRUE,6.80416679382324,1090,16,-1.10000002384186,NA
"563",571,"Emigrant Butte 4",NA,NA,NA,"NAC","Oregon","United States of America",43.4991,-122.1899,"NAC","1487",NA,NA,NA,NA,NA,NA,"loam","NAC","NAC","NAC","NAC",NA,NA,NA,235,"North America","Nearctic","Csb","Temperate mountain system",NA,"Luyssaert_2007_cbob",NA,"Sun et al 2004",1,"Luyssaert_2007_cbob","Maria",0,"0",NA,"0",NA,TRUE,5.48333358764648,1346,14.3999996185303,-1.5,NA
"564",572,"Emigrant Butte 5",NA,NA,NA,"NAC","Oregon","United States of America",43.4263,-122.2342,"NAC","1336",NA,NA,NA,NA,NA,NA,"loam","NAC","NAC","NAC","NAC",NA,NA,NA,235,"North America","Nearctic","Csb","Temperate mountain system",NA,"Luyssaert_2007_cbob",NA,"Sun et al 2004",1,"Luyssaert_2007_cbob","Maria",0,"0",NA,"0",NA,TRUE,6.33333301544189,1292,15.3999996185303,-1,NA
